;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE03;TCE04;TCE05;TCE06;TCE13;TCE14;TCE15;TCE16;TCE17;TCE18;TCE19;TCE20;TCE21;TCE26;TCE28;TCE29
343;2779;Nova Canaã Paulista;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2032;846;98.12;103.02;0.0;671.0;478.0;397568.89;195867.24;;;100.0;100.0;63.61;10.52;68.75;51.53;0.0;0.83;100.0;100.0;0.0;100.0;-0.04993885038728085;0.03785488958990536;0.028101121922264563;-0.09307014890697687;3532843;possui registro;100,00;85,00;100,00;sim;Outro Plano elaborado pela SABESP (Governo do Estado).;sim, para todos os órgãos e entidades;sim;Campanhas Municipais de contingenciamento.;sim;Campanhas Municipais de contingenciamento.;sim;Campanhas Municipais de contingenciamento.;sim;Abastecimento de Água por Caminhão Pipa.;sim;não;sim
344;2788;Nova Europa;SP;2015;35329011;Prefeitura Municipal de Nova Europa;PMNE;Local;Água e Esgoto;Administração pública direta;10439;9681;3000.0;1800.0;0.0;3410.0;3100.0;700060.29;;28089.94;;95.03;95.03;84.21;36.67;97.71;97.71;6.0;0.0;102.56;105.0;6.11;105.88;0.4;0.7950366151342552;0.0;-0.0;3532900;possui registro;100,00;100,00;100,00;não;;parcialmente;não;;não;;não;;não;;sim;não;não
345;2794;Nova Granada;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;20717;19199;1333.45;1259.51;0.0;7842.0;7393.0;5433185.59;409167.78;;;100.0;96.49;80.11;18.19;92.94;89.42;0.31;0.0;102.24;102.4;0.0;102.4;0.05545014811204019;0.1522694387152785;0.10351273636849598;0.198292232167902;3533007;possui registro;100,00;98,00;98,00;sim;Lei 44/2013;não;não;;não;;não;;não;;não;não;sim
346;2802;Nova Guataporanga;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2288;1986;149.29;136.31;0.0;984.0;914.0;556224.92;15619.16;;;100.0;100.0;83.77;24.66;93.27;90.52;0.0;0.0;100.0;100.0;0.0;100.0;0.08694487239600768;0.18390464641684637;0.1275956504228756;15.718824120919031;3533106;possui registro;100,00;100,00;100,00;não;;parcialmente;não;;não;;não;;não;;sim;não;sim
347;2809;Nova Independência;SP;2015;35332011;Prefeitura Municipal de Nova Independência;PMNI;Local;Água e Esgoto;Administração pública direta;3588;2861;196.0;196.0;0.0;1538.0;1530.0;139144.35;;584.8;0.0;100.0;100.0;86.73;0.0;79.74;79.74;0.0;0.0;99.66;99.66;0.98;106.77;0.0;0.420025574067077;0.4272648663030464;;3533205;possui registro;100,00;100,00;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;sim;sim
348;2815;Novais;SP;2015;35332511;Prefeitura Municipal de Novais;PMN;Local;Água e Esgoto;Administração pública direta;5313;4837;550.0;452.0;0.0;1202.0;1202.0;33653.41;;0.0;0.0;100.0;100.0;77.43;17.82;91.04;91.04;100.0;0.0;100.0;100.0;50.0;100.0;0.17818181818181822;0.016625273922571234;0.016625273922571234;0.011900826446280667;3533254;possui registro;100,00;100,00;100,00;não;Lei Plano Municipal de Drenagem Urbana;não;não;;não;;não;;não;;não;não;sim
349;2823;Nova Luzitânia;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3843;3448;187.16;198.04;0.0;1268.0;1241.0;868725.39;37453.01;;;92.43;91.59;82.47;9.25;82.93;82.18;0.0;0.0;100.83;100.83;0.0;100.83;-0.058132079504167544;0.026119367728716012;0.028870466703495447;-0.5456783220048317;3533304;possui registro;100,00;100,00;100,00;sim;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
350;2831;Nova Odessa;SP;2015;35334011;Cia de Desenvolvimento de Nova Odessa;CODEN;Local;Água e Esgoto;Sociedade de economia mista com administração pública;56764;55839;4426.76;3143.03;0.0;22198.0;21614.0;17129750.49;4309311.23;335436.36;0.0;100.0;100.0;100.0;29.0;100.0;100.0;0.0;0.0;146.15;146.15;0.0;146.15;0.28999313267491345;1.0;1.0;0.015091440238208815;3533403;possui registro;96,00;98,00;100,00;sim;Lei 2730/2013;parcialmente;sim;Racionamento;não;;não;;sim;Racionamento;sim;não;sim
351;2839;Novo Horizonte;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;39543;36793;2867.6;2758.2;0.0;16123.0;15825.0;13025303.86;1142055.5;;;100.0;98.92;82.54;14.72;93.52;92.04;0.0;0.0;103.57;103.57;0.0;103.57;0.03815036964709173;0.25181451578252;0.21597016619811737;-0.29391061478783936;3533502;possui registro;100,00;100,00;100,00;sim;Lei 3340/10;sim, para todos os órgãos e entidades;sim;Poços artesianos no Aquífero Guarani;sim;Deslocamento de frota caminhão tanque, reparo das instalações e transferência de água entre setores;sim;Deslocamento de frota caminhão tanque, reparo das instalações e transferência de água entre setores;sim;Deslocamemto de caminhão tanque, controle de água disponível em reservatórios, implementação rodízio;sim;não;sim
352;2847;Nuporanga;SP;2015;35336011;Prefeitura Municipal de Nuporanga;PMN;Local;Água e Esgoto;Administração pública direta;7255;6582;638.0;412.0;0.0;2677.0;2675.0;941600.5;;74403.77;0.0;100.0;100.0;97.09;35.42;100.0;100.0;0.0;0.0;251.85;212.96;0.0;197.1;0.35423197492163006;;;-0.0;3533601;possui registro;100,00;100,00;100,00;não;;não;sim;contingenciamento de água potável;não;;não;;sim;Houve o planejamento para período de seca/escassez na construção de um reservatório (1milhão de lts);sim;não;sim
353;2854;Ocauçu;SP;2015;35337011;Prefeitura Municipal de Ocauçu;PMO;Local;Água e Esgoto;Administração pública direta;4302;3435;604.0;302.0;0.0;1518.0;1418.0;451747.31;;43946.0;0.0;100.0;100.0;91.72;50.0;79.85;79.85;0.0;0.0;100.0;100.0;0.0;100.0;0.5;0.26058531526598805;0.27392830687797076;-0.0;3533700;possui registro;100,00;98,00;100,00;não;;parcialmente;não;;não;;não;;não;;sim;não;sim
354;2862;Óleo;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2628;1733;192.14;162.85;0.0;1104.0;875.0;652432.89;1053108.04;;;100.0;97.52;15.68;32.2;79.0;64.31;3.03;0.0;110.0;109.17;1.85;105.0;0.15244092848964297;0.06080615758557832;0.03574285817503866;-2.0067428699249543;3533809;possui registro;96,60;74,80;14,00;sim;Lei 1565;parcialmente;não;;não;;não;;não;;não;não;não
355;2870;Olímpia;SP;2015;35339011;Superintendência de Água e Esgoto e Meio Ambiente de Olímpia;DAEMO;Local;Água e Esgoto;Autarquia;53360;50395;5290.0;4208.7;0.0;21640.0;21560.0;13748028.18;2030400.95;0.0;0.0;100.0;100.0;24.0;27.1;94.44;94.44;0.0;0.0;148.92;100.0;0.0;100.0;0.20440453686200377;0.19059484535527668;0.17540330901876824;-0.09294067399484465;3533908;possui registro;100,00;100,00;30,00;sim;Lei 3528, de 15 de abril de 2011;sim, para todos os órgãos e entidades;sim;Controle de produção nos períodos noturnos;não;;não;;sim;Na escassez da captação superficial, existem poços subterrâneos estratégicos que podem ser utilizado;sim;sim;sim
356;2878;Onda Verde;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4209;3298;243.09;230.33;0.0;1416.0;1390.0;975653.48;950907.96;;;100.0;100.0;81.46;17.02;91.21;90.71;0.0;0.0;101.67;101.67;0.0;101.67;0.05249084701139495;0.4026939297320849;0.40024291065485984;0.3654659397511941;3534005;possui registro;100,00;100,00;100,00;sim;Outro Plano Municipal.;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
357;2886;Oriente;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6421;5998;432.33;363.49;0.0;2513.0;2483.0;1545103.08;191383.56;;;100.0;100.0;83.61;29.57;95.37;94.7;0.0;0.0;100.69;100.69;0.0;100.69;0.15923021765780765;0.45777671110945406;0.4350228396757798;-0.3136414795460637;3534104;possui registro;98,39;96,66;100,00;não;;não;sim;Brigada p/ incêndio em cobertura vegetal, possuímos kit  incêndio fornecido pelo governo do Estado.;sim;Utilização de caixas de reservatório de água;sim;Utilização de caixas de reservatório de água;não;;sim;não;sim
358;2894;Orindiúva;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6493;5976;364.75;347.87;0.0;2161.0;2140.0;1550365.78;68316.59;;;95.45;95.0;81.47;17.8;87.85;87.43;0.0;0.0;99.24;99.24;0.0;99.24;0.046278272789581854;0.12063266126331294;0.112498131778181;-0.3450087759640819;3534203;possui registro;100,00;100,00;100,00;sim;Lei 1203/2013;não;sim;2;sim;1;sim;1;sim;1;não;não;não
359;2902;Orlândia;SP;2015;35343011;Prefeitura Municipal de Orlândia;PMO;Local;Água e Esgoto;Administração pública direta;42678;41578;9000.0;3200.0;0.0;13865.0;13750.0;7849994.65;;1356334.29;0.0;99.24;99.24;100.0;64.4;99.24;99.24;0.0;0.28;99.97;115.81;0.0;106.35;0.6444444444444444;0.7478970285659582;0.655092745395735;-0.026548672566371587;3534302;possui registro;100,00;100,00;100,00;sim;Lei 4010/2014;parcialmente;sim;Programa Orlandia Premiada, Corte no fornecimento de água durante alguns periodos.;sim;Redução do fornecimento em alguns horários. Controle do Consumo através de hidrômetros.;sim;Contingenciamento do fornecimento. Conscientização;sim;Com disponibilização de caminhões pipa nas regiões com problemas no abastecimento;sim;não;sim
360;2910;Osasco;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;694844;694844;0.0;40665.25;58364.65;195437.0;139265.0;167584185.99;34969355.82;;;100.0;81.24;23.93;35.71;100.0;81.24;1.07;0.13;100.81;100.6;2.27;100.6;0.30325548084328446;1.0;0.10803187063398081;0.29233314970024715;3534401;possui registro;100,00;76,00;42,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
361;2918;Oscar Bressane;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2615;2164;154.98;148.92;0.0;977.0;938.0;655995.3;38380.63;;;98.8;97.0;83.63;19.25;81.76;80.27;1.67;0.0;100.0;100.0;0.0;100.0;0.03910181958962444;0.056286593063946275;0.05724657319317065;-0.7688081535711041;3534500;possui registro;100,00;99,78;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
362;2926;Osvaldo Cruz;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;32475;29182;2183.37;1999.17;0.0;13204.0;12662.0;9229219.65;1388368.48;;;100.0;100.0;82.54;22.46;92.36;90.55;1.23;0.92;100.46;100.31;0.46;100.46;0.0843649953970238;0.35188030636299705;0.29876335851468233;0.22763077149283742;3534609;possui registro;100,00;99,00;100,00;sim;Lei Lei nº 2754 de 29 de dezembro de 2009;parcialmente;não;;não;;não;;não;;sim;sim;sim
363;2934;Ourinhos;SP;2015;35347011;Superintendência de Água e Esgoto de Ourinhos;SAE;Local;Água e Esgoto;Autarquia;110282;107434;17238.6;6886.43;0.0;38692.0;38281.0;26117466.15;4134951.12;0.0;0.0;100.0;100.0;68.0;61.7;100.0;97.42;0.38;10.02;99.81;99.77;0.07;100.0;0.6005226642534776;1.0;0.16339249093678618;-0.04975549604517966;3534708;possui registro;100,00;99,80;100,00;sim;Lei Lei nº 11445/07;parcialmente;sim;reservatórios , poços artesianos, caminhão pipa;sim;reservatórios , poços artesianos, caminhão pipa;sim;reservatórios , poços artesianos, caminhão pipa;sim;reservatórios , poços artesianos, caminhão pipa;sim;não;sim
364;2942;Ouroeste;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;9564;8587;675.93;688.47;0.0;4366.0;4118.0;2995968.99;241556.56;;;100.0;100.0;82.78;14.01;100.0;99.1;0.0;0.0;101.54;101.54;0.0;101.23;-0.018552216945541877;1.0;0.8680353785677662;-2.422636002161739;3534757;possui registro;100,00;100,00;100,00;sim;0;sim, para todos os órgãos e entidades;sim;manobra de bombas ou substituição das mesmas e conscientização de uso racional de água;sim;manobra de bombas ou substituição das mesmas e conscientização de uso racional de água;sim;manobra de bombas ou substituição das mesmas e conscientização de uso racional de água;sim;manobra de bombas ou substituição das mesmas e conscientização de uso racional de água;sim;não;sim
365;2949;Ouro Verde;SP;2015;35348011;Prefeitura Municipal de Ouro Verde;PMOV;Local;Água e Esgoto;Administração pública direta;8330;7664;940.0;740.0;0.0;2989.0;3002.0;587498.17;;0.0;0.0;93.63;93.63;88.51;21.28;86.15;86.15;0.0;0.0;136.44;135.4;0.0;135.4;0.21276595744680848;0.026340856492370238;0.05111872854743301;0.06382978723404276;3534807;possui registro;100,00;100,00;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
366;2963;Palestina;SP;2015;35350011;Empresa de Saneamento de Palestina;ESAP;Local;Água e Esgoto;Empresa privada;12231;10169;734.99;719.41;0.0;4350.0;3622.0;3118000.0;764197.0;0.0;0.0;100.0;83.02;82.7;15.32;83.46;69.02;0.71;0.0;672.86;302.86;0.0;147.89;0.021197567313841037;0.12129519103027148;0.07980736317729058;0.8321418861648194;3535002;possui registro;100,00;80,00;80,00;não;;não;não;;não;;não;;não;;não;não;não
367;2971;Palmares Paulista;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12336;11981;582.11;547.12;0.0;3460.0;3465.0;2220011.38;195634.41;;;87.52;87.41;83.63;18.13;85.0;84.9;0.0;0.0;100.42;100.42;0.0;100.42;0.060108914122760315;0.08125331917153479;0.08466116639375242;-1.7143824661292337;3535101;possui registro;100,00;100,00;100,00;sim;Lei 988/2013.;parcialmente;sim;RESERVATÓRIOS PRÓPRIOS.;sim;RESERVATÓRIOS PRÓPRIOS.;sim;RESERVATÓRIOS PRÓPRIOS;sim;RESERVATÓRIOS PRÓPRIOS;sim;sim;sim
368;2987;Palmital;SP;2015;35353011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;22094;20260;1890.0;1327.0;0.0;8763.0;8606.0;4551719.75;457598.7;0.0;0.0;99.76;99.76;69.93;29.79;91.48;91.48;0.81;0.79;214.15;118.89;2.37;114.94;0.29788359788359786;0.2803879272954389;0.28341002565619156;0.005281557067271346;3535309;possui registro;100,00;100,00;100,00;sim;Lei 2450 de 20/05/2011;sim, para todos os órgãos e entidades;sim;CAMPANHAS DE ORIENTAÇÃO À POPULAÇÃO PARA ECONOMIA E USO CONSCIENTE, ATRAVÉS DA MÍDIA LOCAL;não;;não;;não;;sim;não;sim
369;2995;Panorama;SP;2015;35354011;Prefeitura Municipal de Panorama;PMP;Local;Água e Esgoto;Administração pública direta;15458;15015;2426.01;1934.18;0.0;6999.0;5902.0;1240827.89;;0.0;;99.89;98.88;84.48;20.27;97.63;96.07;44.41;0.0;100.0;100.0;25.0;100.0;0.20273205798821936;0.2888201474011855;0.19904651601260517;-0.001197936869864206;3535408;possui registro;100,00;85,90;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
370;3003;Paraguaçu Paulista;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;44794;40594;2829.88;2670.95;0.0;16600.0;16214.0;12046497.68;980736.52;;;100.0;100.0;84.0;17.72;92.26;91.01;0.21;0.0;100.0;100.0;0.11;100.0;0.05616139200248782;0.27073314125211834;0.24187921805989787;-0.015350003322725514;3535507;possui registro;99,00;97,30;100,00;não;;sim, para todos os órgãos e entidades;sim;Ações com a Defesa Civil Municipal;sim;Deslocamento de frota de caminhões tanque, reparo das instalações danificadas, comunicação à Polícia;sim;Transferência de água entre setores abastecimento, comunicação à população/instituições autoridades;sim;Controle de água em reservatório, implementação de rodízio, comunicação à população, entre outros.;sim;não;sim
371;3020;Paranapanema;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;19357;15736;935.9;922.92;0.0;5965.0;5183.0;3993696.3;744338.8;;;84.18;72.76;72.34;18.65;68.44;59.15;3.83;1.52;113.0;109.67;1.53;108.67;0.013869003098621713;0.04908970819786935;0.02955156208676697;-2.5506532307893384;3535804;possui registro;67,10;60,70;100,00;sim;Lei 1171/2016;parcialmente;não;;não;;não;;sim;Comunicação a População, caminhão tanque, controle nos reservatórios, rodizio de abastecimento;não;não;não
372;3028;Paranapuã;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4018;3575;239.14;243.08;0.0;1595.0;1528.0;998336.51;197963.6;;;100.0;100.0;84.37;14.19;95.69;93.5;0.0;0.0;100.0;100.0;0.0;100.0;-0.016475704608179376;0.24251155882106654;0.19663512092534205;5.5952889157160275;3535903;possui registro;100,00;100,00;100,00;sim;Lei 965 de 15 de maio de 2007;não;sim;As ações e medidas estão contidas no Anexo I do Plano Municipal de Saneamento;não;;não;;sim;Deslocamento de frota grande de caminhões tanque, comunicação à Polícia e Implementação de rodízio;sim;não;sim
373;3036;Parapuã;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11098;9104;594.58;647.79;0.0;4325.0;4096.0;2768184.89;352675.07;;;100.0;100.0;82.7;8.33;88.99;86.96;0.0;0.0;99.56;99.56;0.88;99.56;-0.08949174207003252;0.08231911608010585;0.09436583036721928;-1.1910923944428837;3536000;possui registro;100,00;100,00;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;não;não;sim
374;3044;Pardinho;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6122;4814;400.46;305.5;0.0;1913.0;1573.0;1426716.3;453067.94;;;81.51;67.84;69.45;36.6;64.1;53.35;6.0;0.0;104.17;102.92;2.45;102.08;0.23712730360085899;0.04543837166311304;0.028259492057480386;0.0605802200074198;3536109;não possui registro;;;;sim;Lei 1135/2012;parcialmente;não;;não;;não;;não;;sim;não;sim
375;3052;Pariquera-Açu;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;19391;13310;1014.01;932.68;0.0;6174.0;4948.0;4677994.09;1053372.24;;;100.0;85.78;76.09;23.67;71.48;58.88;0.28;0.56;118.67;118.5;0.0;118.5;0.08020630960246944;0.05522783025245793;0.04977268719306793;0.4392909314143501;3536208;possui registro;70,00;63,77;100,00;sim;Outro Temos o Plano que está em fase de revisão para futuramente ser enviado a Câmara de Vereadores;parcialmente;sim;Está previsto no Plano Municipal de Saneamento. Pag. 131 - Planos de contingência e emergência.;sim;Utilização de caminhões pipas para abastecer esses locais;sim;Utilização de caminhões pipas para abastecer esses locais;sim;Ações e medidas previstas no Plano de Saneamento Básico;sim;não;sim
376;3060;Parisi;SP;2015;35362511;Prefeitura Municipal de Parisi;DAEP;Local;Água e Esgoto;Administração pública direta;2134;1725;151.5;145.98;0.0;1000.0;934.0;360055.22;;82188.1;;100.0;100.0;80.0;19.73;80.83;80.83;0.83;0.0;100.0;100.0;2.5;100.0;0.03643564356435647;0.40435556834328523;0.40375593420821276;0.25592209770427604;3536257;possui registro;100,00;100,00;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
377;3068;Patrocínio Paulista;SP;2015;35363011;Prefeitura Municipal de Patrocínio Paulista;PMPP;Local;Água e Esgoto;Administração pública direta;14093;11382;1230.2;878.91;0.0;4423.0;4220.0;1150324.33;;0.0;;100.0;100.0;84.89;52.12;100.0;100.0;0.78;11.59;158.2;158.63;0.0;117.74;0.2855551942773533;1.0;1.0;0.23134656572698356;3536307;possui registro;100,00;100,00;100,00;não;;sim, para todos os órgãos e entidades;não;;sim;em caso de falta de água o município realiza o fornecimento através de caminhão pipa;sim;Em caso de falta de água o município realiza o fornecimento através de caminhão pipa;não;;sim;não;sim
378;3074;Paulicéia;SP;2015;35364011;Prefeitura Municipal de Paulicéia;DAEP;Local;Água e Esgoto;Administração pública direta;6981;5804;1071.8;382.8;0.0;3190.0;1367.0;374855.74;;21090.0;0.0;100.0;55.0;15.31;30.56;100.0;45.72;6.12;0.0;980.0;240.0;0.0;240.0;0.6428438141444299;1.0;0.2256745328423339;-0.1980271081782557;3536406;possui registro;100,00;55,00;100,00;não;;não;não;;não;;não;;não;;sim;não;sim
379;3078;Paulínia;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;97702;97612;8540.65;6906.2;0.0;35175.0;32621.0;35537245.31;11130778.77;;;100.0;100.0;70.62;29.75;100.0;100.0;0.0;0.64;103.56;103.56;0.0;103.33;0.19137302195968686;1.0;1.0;0.20437824233863067;3536505;possui registro;100,00;85,00;96,00;não;;sim, para todos os órgãos e entidades;sim;Controlado pela Defesa Civil do Municipio.;sim;Em caso de problema na rede mantém-se o abastecimento através de carros pipa.;sim;Em emergência busca-se o abastecimento através de carros pipa.;sim;Em emergência busca-se o abastecimento através de carros pipa.;sim;não;não
380;3086;Paulistânia;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1839;1253;79.91;80.97;0.0;526.0;497.0;351099.05;61058.5;;;94.97;93.62;81.66;13.89;64.71;63.78;2.33;0.0;107.5;106.67;0.79;105.83;-0.013264923038418308;0.023821080791417096;0.11032616968573129;1.3519324146497116;3536570;possui registro;95,00;92,00;100,00;não;;sim, para todos os órgãos e entidades;não;;sim;COLETA E ANALISE;sim;COLETA E ANALISE;sim;SABESP;sim;não;sim
381;3094;Paulo de Faria;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;8924;8052;556.07;543.51;0.0;3625.0;3491.0;2336418.4;631145.06;;;98.58;96.72;81.63;18.12;88.95;87.27;1.63;0.0;102.22;100.56;0.0;100.0;0.02258708435988288;0.08716394985540481;0.09907485776204161;0.32211506215595553;3536604;possui registro;100,00;100,00;100,00;sim;Outro Parceria com a SABESP que elaborou Plano para o município;sim, para todos os órgãos e entidades;não;;sim;Todos os Chefes de Setores cobram postura racinal dos recursos naturais;sim;Todos os Chefes de Setores cobram postura racinal dos recursos naturais;não;;sim;não;sim
382;3102;Pederneiras;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;44910;41766;4462.91;2912.51;0.0;17449.0;16598.0;13683055.63;1126680.26;;;100.0;100.0;80.0;42.35;100.0;97.25;0.47;0.0;101.33;101.33;0.19;101.33;0.34739665375282036;1.0;0.6365420754236208;-0.012804378095440817;3536703;possui registro;100,00;96,00;100,00;não;Decreto Plano Municipal de Saneamento - Decreto 3.635;parcialmente;não;;não;;não;;sim;Utilização de caminhão pipa para realizar a distribuição de água potável à população;sim;não;sim
383;3110;Pedra Bela;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6044;1506;92.45;106.62;0.0;712.0;575.0;510922.63;7413.87;;;98.34;81.21;0.0;12.5;24.5;20.23;0.0;0.0;109.03;109.03;0.0;108.33;-0.15327203893996755;0.021408286608898274;0.01004229379293912;0.07171287775294793;3536802;possui registro;40,00;40,00;0,00;não;;não;não;;não;;não;;não;;não;não;sim
384;3118;Pedranópolis;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2570;1598;140.62;135.61;0.0;886.0;755.0;547683.0;15300.2;;;100.0;100.0;75.14;17.67;73.97;64.51;1.1;0.0;100.56;100.0;0.0;100.0;0.035627933437633263;0.05458136495635821;0.021208348766818843;0.14463368442838453;3536901;possui registro;100,00;95,00;95,00;não;;parcialmente;não;;não;;não;;não;;sim;não;sim
385;3126;Pedregulho;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16517;12186;917.22;817.51;0.0;5458.0;5125.0;3460361.77;261423.19;;;100.0;100.0;78.93;26.86;78.55;74.64;1.0;0.73;116.67;114.17;0.44;114.67;0.10870892479448768;0.04973092750870529;0.046020045836839406;-0.3627744722101119;3537008;possui registro;98,00;98,00;98,00;não;;sim, para todos os órgãos e entidades;sim;CURSOS COM A BRIGADA DE INCÊNDIO DO CORPO DE BOMBEIROS DO MUNICÍPIO DE FRANCA-SP;sim;ATRAVÉS DA SABESP;sim;ATRAVÉS DA SABESP;sim;ATRAVÉS DE CAMINHÕES PIPAS FORNECIDOS PELA SABESP;sim;sim;sim
386;3134;Pedreira;SP;2015;35371011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;45579;45196;5079.4;3201.63;0.0;15567.0;14919.0;10921414.14;408032.32;;347080.14;100.0;98.83;87.47;57.84;99.16;98.0;0.0;0.0;200.0;100.0;0.0;100.0;0.3696834271764381;0.6766853490863011;0.5116530278232408;-0.04461658995552744;3537107;possui registro;98,00;98,00;85,00;sim;Lei 3.560, de 30/12/2015.;parcialmente;sim;A principal ação é a de comunicar todos os proprietários rurais, para manter o pasto baixo.;não;;não;;não;;sim;não;sim
387;3142;Pedrinhas Paulista;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3071;2591;183.89;179.86;0.0;1097.0;1064.0;822833.86;79423.16;;;100.0;100.0;83.81;14.66;86.26;85.35;0.0;0.0;100.0;100.0;0.0;100.0;0.021915275436402037;0.15067809255056117;0.14909273533200854;0.6549202867804153;3537156;possui registro;100,00;97,58;100,00;não;;sim, para todos os órgãos e entidades;não;;não;;não;;não;;sim;não;sim
388;3150;Pedro de Toledo;SP;2015;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;10967;7559;598.17;581.65;0.0;3910.0;2310.0;2754353.72;213351.84;;;84.92;48.23;53.09;23.1;58.53;33.25;0.0;3.33;111.57;111.11;0.0;111.11;0.027617566912416125;0.028407747130526514;0.01361305778832591;1.4010226907577963;3537206;possui registro;100,00;60,00;100,00;não;;sim, para todos os órgãos e entidades;não;;sim;Caixa Água.;sim;SIM;sim;SABESP;sim;sim;sim
