;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE03;TCE04;TCE05;TCE06;TCE13;TCE14;TCE15;TCE16;TCE18;TCE20;TCE21;TCE26
280;2246;Laranjal Paulista;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;27122;24287;2426.07;1687.59;0.0;9635.0;8996.0;6880537.85;1096972.61;0.0;0.0;99.91;96.9;77.48;38.99;89.47;86.77;0.16;0.16;102.99;102.99;0.16;102.99;0.3043935253310911;0.13633183759694245;0.12335116996304386;0.22773381613622676;3526407;percentual:;100;100;100;não;;sim, para todos os órgãos e entidades;sim;JUNTO COM A SABESP, FAZENDO PANFLETAGEM NOS SEMÁFOROS, ANUNCIOS EM RADIOS E JORNAIS;sim;sim;sim;PRINCIPALMENTE NA ZONA RURAL, ONDE A ESTIAGEM FOI MAIS SENTIDA;sim
281;2254;Lavínia;SP;2014;35265011;Prefeitura Municipal de Lavínia;PML;Local;Água e Esgoto;Administração pública direta;10297;5026;280.0;266.0;0.0;2164.0;1898.0;408709.62;;4835.1;0.0;93.51;92.72;78.2;5.0;48.07;45.26;0.45;0.18;109.29;109.29;0.0;125.0;0.050000000000000044;0.1417154338824702;0.07196139801773603;-0.9285714285714316;3526506;percentual:;100;100;95;sim;Lei LEI MUNICIPAL DE SANEAMENTO BÁSICO;não;não;;não;não;não;;não
282;2262;Lavrinhas;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7002;6427;477.49;417.63;0.0;2497.0;1487.0;1359206.54;5427994.66;0.0;0.0;100.0;68.93;7.07;23.54;92.67;63.27;1.91;2.56;109.03;108.33;3.21;108.33;0.12536388196611448;0.3875880155627443;0.10288440248588891;0.1474567512427254;3526605;percentual:;99;59,9;10,4;não;;não;não;;não;não;sim;O Plano Emergencial é de competência da Companhia de Abastecimento - SABESP;não
283;2270;Leme;SP;2014;35267011;Superintendência de Água e Esgotos da Cidade de Leme;SAECIL;Local;Água e Esgoto;Autarquia;98460;96428;15137.28;6354.41;0.0;35744.0;35744.0;26331963.51;1344247.99;0.0;0.0;98.37;98.37;80.0;61.19;98.36;98.36;0.04;0.06;100.0;100.0;0.2;100.0;0.5802145431675969;0.6013476073441075;0.6013476073441075;-0.012025105692106268;3526704;percentual:;100;100;60;sim;;parcialmente;sim;SIM;sim;sim;sim;SIM;sim
284;2278;Lençóis Paulista;SP;2014;35268011;Serviço Autônomo de Água e Esgotos de Lençóis Paulista;SAAE;Local;Água e Esgoto;Autarquia;65587;64117;9187.7;4797.41;0.0;23690.0;22907.0;17639224.58;1283089.21;0.0;0.0;100.0;100.0;99.57;37.14;97.76;97.76;0.67;0.0;101.64;101.64;0.81;101.64;0.4778442918249399;0.611946515404669;0.6421819561288018;-0.11819153907037132;3526803;percentual:;100;100;100;sim;Decreto 458 de 29/12/2013;parcialmente;não;;sim;sim;sim;Através do monitoramento dos níves de reservatório é possível verificar a necessidade do local.;sim
285;2286;Limeira;SP;2014;35269011;Odebrecht Ambiental – Limeira S.A;OAL;Local;Água e Esgoto;Empresa privada;294128;285351;23093.5;20787.0;0.0;98700.0;98700.0;101781627.98;19266444.0;0.0;0.0;100.0;100.0;100.0;14.08;97.02;97.02;0.12;0.01;248.38;263.74;0.2;133.28;0.0998765886504861;0.08122192367437742;0.32112133732213677;0.105244221921778;3526902;percentual:;100;100;100;sim;Decreto 52 de 13 de fevereiro de 2014;parcialmente;sim;Existem 1 Programa, 1 Campanha, 5 Decretos e 1 Lei Municipal relacionadas ao contingenciamento.;sim;sim;sim;Existe Plano de Contingência para escassez de água apresentado pela Concessionária em Julho de 2014.;sim
286;2294;Lindóia;SP;2014;35270011;Prefeitura Municipal de Lindóia;PML;Local;Água e Esgoto;Administração pública direta;7377;7377;425.0;360.0;0.0;2249.0;1973.0;805528.14;;0.0;0.0;99.7;65.08;0.0;15.29;99.7;65.08;0.16;0.2;101.28;102.22;3.33;100.0;0.15294117647058825;0.9129801119508881;0.05616708586082752;-0.0;3527009;percentual:;80;60;;sim;Outro Projeto de Lei em andamento;não;não;;não;não;não;;sim
287;2302;Lins;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;75612;74728;6622.1;6192.36;0.0;31417.0;30596.0;25867578.08;2400978.16;0.0;0.0;100.0;100.0;81.36;15.07;99.9;99.9;0.64;0.0;108.48;108.58;0.09;108.48;0.06489482188429663;0.9413765692875;0.9467942843330448;0.201128430350042;3527108;percentual:;99,98;99,98;99,98;não;;sim, para todos os órgãos e entidades;não;;sim;não;não;;sim
288;2310;Lorena;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;86764;84279;8301.0;5605.28;0.0;32496.0;31527.0;23645910.46;4665530.26;0.0;0.0;99.8;96.96;81.46;40.68;96.94;94.18;0.76;0.27;106.38;105.98;2.77;105.98;0.32474641609444643;0.3655445408101727;0.24435082798185043;0.03605647011631317;3527207;percentual:;100;96;99,4;sim;Lei 3.647/2014;parcialmente;sim;Plano de contingenciamento.;sim;sim;sim;Plano de Contingenciamento.;sim
289;2318;Lourdes;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2238;1834;134.29;127.79;0.0;836.0;799.0;504559.08;166963.06;0.0;0.0;100.0;100.0;85.37;15.98;87.49;86.82;0.0;0.0;100.83;100.83;0.0;100.83;0.048402710551790795;0.3341915078916406;0.32348946897094877;0.026375337049981674;3527256;percentual:;99,1;99;100;não;;não;não;;não;não;não;;não
290;2326;Louveira;SP;2014;35273011;Prefeitura Municipal de Louveira;PML;Local;Água e Esgoto;Administração pública direta;42796;41148;3718.33;2046.47;0.0;10173.0;8800.0;5716732.06;;7701934.77;0.0;98.8;86.5;6.2;44.96;97.5;86.5;0.34;0.22;100.0;100.0;1.15;102.35;0.4496265796742086;0.33431488025127565;0.07664327185394176;0.1110628579603928;3527306;percentual:;92,4;90;70;não;;sim, para todos os órgãos e entidades;sim;A Prefeitura possui outorga para a captação de 33 litros/seg de água no Córrego Rainha.;sim;sim;sim;A Prefeitura disponibiliza carros-pipa à população em situações de escassez de água potável.;sim
291;2333;Lucélia;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21059;18238;1443.64;1224.31;0.0;7572.0;7315.0;4965230.98;712266.73;0.0;0.0;100.0;100.0;82.92;26.46;87.99;86.66;0.37;0.19;100.0;100.0;0.74;100.0;0.15192845861849225;0.11172960082798684;0.09847610819088609;0.12547212967846544;3527405;percentual:;100;100;100;sim;Lei 4.067/2009;sim, para todos os órgãos e entidades;não;;sim;sim;sim;NA NOSSA REGIÃO NÃO HÁ REGISTROS, PORÉM A SABESP POSSUI O PLANO.;sim
292;2341;Lucianópolis;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2355;1864;168.88;132.44;0.0;800.0;764.0;520683.48;27923.09;0.0;0.0;100.0;99.25;82.07;30.58;79.15;78.56;6.21;0.0;120.83;120.0;0.0;119.17;0.2157745144481289;0.23294827459348105;0.2431896978702328;-4.347925303362789;3527504;percentual:;100;98;0;sim;Lei Lei 1.457 de 08 de novembro de 2011;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
293;2349;Luís Antônio;SP;2014;35276011;Prefeitura Municipal de Luís Antônio;PMLA;Local;Água e Esgoto;Administração pública direta;13046;12601;1138.45;1138.45;0.0;4440.0;4440.0;516482.05;;147247.79;0.0;96.32;96.32;80.0;0.0;93.03;93.03;3.52;100.0;100.0;100.0;0.0;100.0;0.0;0.7484950811278661;0.7784749439991889;1.0;3527603;percentual:;100;100;100;sim;;parcialmente;não;;não;não;não;;sim
294;2356;Luiziânia;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5449;4995;290.89;301.46;0.0;1888.0;1854.0;1136831.89;208619.93;0.0;0.0;99.12;100.0;83.93;9.21;90.86;91.67;0.0;0.0;100.0;100.0;0.0;100.0;-0.03633675959984872;0.14803378968831907;0.15115489130434792;1.4811863283725497;3527702;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
295;2364;Lupércio;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4536;4027;282.05;232.36;0.0;1483.0;1426.0;841222.75;84926.26;0.0;0.0;98.81;95.46;81.26;28.71;87.72;84.74;1.4;0.0;119.17;118.33;0.0;116.25;0.17617443715653247;0.09186091507857039;0.07891118914507653;-0.00059572768969267;3527801;percentual:;100;100;100;sim;Lei Lei Municipal;não;não;;não;não;sim;Reservatório emergencial da SABESP;não
296;2372;Lutécia;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2741;2179;184.98;172.75;0.0;1088.0;1023.0;663781.6;18609.45;0.0;0.0;100.0;100.0;81.84;19.52;82.27;80.7;0.83;0.0;100.0;100.0;0.0;100.0;0.06611525570331922;0.048686523177436256;0.0467548268420214;0.43578552639485246;3527900;percentual:;100;100;100;não;;parcialmente;sim;Comunicação a população, instituições e autoridades, deslocamento de caminhão tanque e outros;sim;sim;sim;Implementação de rodizio de abastecimento, controle de agua disponivel em reservatorios e outros.;sim
297;2380;Macatuba;SP;2014;35280011;Prefeitura Municipal de Macatuba;SISAM;Local;Água e Esgoto;Administração pública direta;16961;16457;1550.0;1060.39;0.0;5872.0;5857.0;3742578.87;;2573350.56;;99.97;99.97;81.59;33.19;97.0;97.0;0.71;0.0;101.72;101.65;0.0;103.05;0.3158774193548386;0.34581105169340454;0.3089900896649365;-0.2728927151481608;3528007;percentual:;100;100;100;sim;Lei 2329 de 30/09/09;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
298;2386;Macaubal;SP;2014;35281011;Prefeitura Municipal de Macaubal;PMM;Local;Água e Esgoto;Administração pública direta;8006;7076;1340.0;0.0;0.0;3330.0;2982.0;425650.0;;0.0;0.0;98.29;96.31;0.0;0.0;86.87;85.12;3.42;0.52;100.0;100.0;1.71;100.0;1.0;0.37423188552237224;0.10629370629370631;-0.0;3528106;percentual:;100;98;;não;;não;não;;sim;não;não;;não
299;2393;Macedônia;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3751;2843;181.94;198.02;0.0;1247.0;1210.0;742123.57;109582.73;0.0;0.0;100.0;100.0;83.1;6.47;76.54;76.22;0.0;0.0;100.0;100.0;0.0;100.0;-0.08838078487413448;0.044975995957213855;0.050313219927256396;2.2828418719013515;3528205;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
300;2401;Magda;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3230;2680;215.26;208.36;0.0;1218.0;1169.0;732965.78;24430.19;0.0;0.0;100.0;100.0;84.13;15.27;83.25;83.07;0.0;0.0;101.67;100.83;0.0;100.0;0.0320542599646938;0.05767831780233485;0.05174193189810969;0.40358926558660946;3528304;percentual:;100;98;100;sim;Outro PLANO MUNICIPAL DE SANEAMENTO BASICO;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
301;2409;Mairinque;SP;2014;35284011;Saneaqua Mairinque S/A;SM;Local;Água e Esgoto;Empresa privada;45729;36701;3991.54;2505.85;0.0;13188.0;9836.0;10160268.25;4661053.49;0.0;0.0;97.25;95.71;0.0;45.94;99.02;76.82;0.02;0.55;171.4;149.32;0.22;105.86;0.37220972356534077;0.6189392295426875;-0.13153092489671475;0.20745890649548612;3528403;percentual:;99;75;0;sim;Decreto 5340/2009;parcialmente;não;;não;não;não;;não
302;2416;Mairiporã;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;90627;79202;4794.43;3146.73;0.0;18173.0;7322.0;12759511.1;9258913.05;0.0;0.0;89.31;49.07;21.96;44.1;78.05;42.89;0.27;0.49;104.37;104.37;0.82;104.14;0.3436696333036462;0.1389873396409927;0.020691916687689566;-0.0069578580357314195;3528502;percentual:;68;36;27;sim;Lei Lei 3312 de 06/11/2013;sim, para todos os órgãos e entidades;não;;sim;sim;não;;sim
303;2424;Manduri;SP;2014;35286011;Superintendência de Água e Esgoto de Manduri;SAEMAN;Local;Água e Esgoto;Autarquia;9529;8243;999.1;820.3;0.0;3290.0;3250.0;1416750.11;0.0;0.0;0.0;99.96;99.96;82.9;17.9;89.31;88.78;5.34;1.56;104.42;110.34;2.93;113.89;0.17896106495846265;0.1545734394027752;0.11998258547740795;0.05234138083766376;3528601;percentual:;100;91;91;sim;;parcialmente;não;;não;não;não;;sim
304;2432;Marabá Paulista;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5345;2379;152.61;161.11;0.0;1031.0;966.0;661931.46;39853.27;0.0;0.0;99.79;97.14;84.21;9.8;44.42;43.24;0.0;0.0;100.0;100.0;0.0;100.0;-0.055697529650743816;0.012250899356531305;0.010147984520586623;-2.2188887712771863;3528700;percentual:;1;0,98;1;não;;não;não;;não;não;não;;não
305;2440;Maracaí;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;13878;12580;927.17;813.35;0.0;4956.0;4684.0;3092810.08;1312548.72;0.0;0.0;99.47;94.63;78.63;21.7;90.16;85.78;0.4;0.4;100.0;100.0;0.2;100.0;0.12276065877886466;0.13303533206566637;0.12605794433137085;0.3232282967896619;3528809;percentual:;100;100;100;sim;Lei DISPÕE SOBRE O PLANO DE SANEAMENTO BÁSICO DE RES. SÓLIDOS E MANEJO DE RESÍDUOS SÓLIDOS;sim, para todos os órgãos e entidades;sim;PROGRAMAS DE EDUCAÇÃO AMBIENTAL P/ USO CONSCIENTE DA ÁGUA NAS ESCOLAS, DIVULGAÇÃO EM RADIO E JORNAIS;não;não;não;;sim
306;2454;Mariápolis;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4064;3256;221.01;233.44;0.0;1539.0;1409.0;880689.69;163025.66;0.0;0.0;100.0;97.6;80.13;10.18;82.5;78.2;0.42;0.0;100.0;100.0;0.0;100.0;-0.056241799013619254;0.09932279909706546;0.08395712675283469;2.143472596640306;3528908;percentual:;100;100;100;não;;parcialmente;não;;sim;sim;não;;sim
307;2462;Marília;SP;2014;35290011;Departamento de Água e Esgoto de Marília;DAEM;Local;Água e Esgoto;Autarquia;230336;220002;29939.15;16090.27;2529.01;89470.0;86858.0;57162333.03;17692194.19;0.0;0.0;99.86;99.88;2.3;49.96;95.5;95.44;0.04;0.01;167.73;101.45;0.06;120.63;0.5044292623912165;0.3988384845500825;0.40176082134445795;-0.06126115330706829;3529005;percentual:;100;100;10;não;;sim, para todos os órgãos e entidades;sim;divulgação e fiscalização do consumo;sim;sim;sim;redistribuição das águas de captação subterranea;sim
308;2470;Marinópolis;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2155;1704;123.93;123.33;0.0;738.0;708.0;459828.87;13582.0;0.0;0.0;100.0;100.0;82.51;11.44;80.28;79.35;0.0;0.0;100.0;100.0;0.0;100.0;0.004841442749939584;0.03203716119145674;0.026420145235883447;1.2230521838365014;3529104;percentual:;100;100;100;sim;Lei 1570 DE 27 DE DEZEMBRO DE 2006.;parcialmente;não;;não;não;não;;não
309;2478;Martinópolis;SP;2014;35292011;Prefeitura Municipal de Martinópolis;DAEM;Local;Água e Esgoto;Administração pública direta;25641;21535;2400.0;1564.0;0.0;9992.0;9261.0;2118546.38;;0.0;0.0;100.0;100.0;87.77;40.04;100.0;100.0;0.0;;29.59;0.0;;0.0;0.3483333333333334;1.0;1.0;0.0893246187363832;3529203;percentual:;100;98;92;não;;parcialmente;não;;não;não;não;;sim
310;2486;Matão;SP;2014;35293011;Águas de Matão;AM;Local;Água e Esgoto;Empresa privada;80990;79504;8062.44;4553.63;0.0;29756.0;29393.0;8071473.26;13398117.44;0.0;0.0;100.0;100.0;90.0;51.67;100.0;100.0;5.43;0.09;308.71;308.71;0.0;191.04;0.4352044790410843;1.0;1.0;-0.2800114997630461;3529302;percentual:;100;100;100;sim;Decreto 4682;parcialmente;sim;Campanhas junto a população.;não;não;não;;sim
311;2513;Meridiano;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3923;2721;270.0;256.86;0.0;1555.0;1439.0;1074665.5;197690.89;0.0;0.0;100.0;100.0;80.46;16.03;85.16;83.76;0.0;0.0;100.0;100.0;0.0;100.0;0.048666666666666636;0.12013976372548713;0.10862487222128987;0.19797211818560148;3529609;percentual:;100;96;100;não;;sim, para todos os órgãos e entidades;não;;sim;sim;sim;EXISTE POR PARTE DA CONMCESSIONARIA ATRAVÉS DE PLANEJAMENTO DE PERFURAÇÃO E DISTRIBUIÇÃO DE ÁGUA .;sim
312;2521;Mesópolis;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1933;1505;125.94;128.45;0.0;799.0;716.0;497601.12;24611.05;0.0;0.0;100.0;97.28;77.68;14.83;85.67;81.89;0.0;0.0;100.83;100.83;0.83;100.0;-0.019930125456566472;0.3133853536377233;0.28462531095127774;3.9255079449598034;3529658;percentual:;100;100;100;não;;não;sim;EXISTE UM POÇO EM STATUS DE DESCANSO PARA SER UTILIZADO EM CASO DE FALTA D'AGUA;sim;sim;sim;EXISTE UM POÇO EM STATUS DE DESCANSO PARA SER UTILIZADO EM CASO DE FALTA D'AGUA;sim
313;2529;Miguelópolis;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21602;20349;1674.49;1285.84;0.0;7697.0;7583.0;4600130.38;1828780.0;0.0;0.0;92.05;93.15;83.04;30.54;86.71;87.75;1.98;0.0;110.53;110.75;0.2;110.53;0.23210052015837668;0.13238063516547321;0.13414085675469722;-0.10401702132058531;3529708;percentual:;99;98;98;não;;parcialmente;não;;não;não;não;;sim
314;2537;Mineiros do Tietê;SP;2014;35298011;Águas de Mineiros do Tietê;AMT;Local;Água e Esgoto;Empresa privada;12642;12077;871.56;822.7;0.0;4580.0;4486.0;1761148.32;1477148.28;0.0;0.0;100.0;99.55;80.0;16.45;95.53;95.1;0.0;0.0;548.33;343.11;0.0;205.22;0.05606039744825364;0.2791741589115256;-0.049968235468323866;0.06789750248966446;3529807;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
315;2544;Miracatu;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;20660;10621;1030.94;859.85;0.0;5513.0;3391.0;3536673.13;1544649.19;0.0;0.0;100.0;75.0;52.51;29.26;54.19;38.56;0.51;1.66;112.36;112.36;0.13;112.36;0.1659553417269677;0.022238708990781727;0.03327913761999154;0.2535838379209149;3529906;não possui registro;;;;não;;parcialmente;não;;não;não;não;;sim
316;2552;Mira Estrela;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2988;1993;174.48;175.58;0.0;1080.0;1054.0;690633.87;162181.93;0.0;0.0;93.78;89.86;84.26;13.2;62.55;59.94;0.0;0.0;100.83;100.83;0.0;100.0;-0.0063044475011464485;0.018219950190064227;0.018120358695758332;0.9360958276020156;3530003;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
317;2560;Mirandópolis;SP;2014;35301011;Prefeitura Municipal de Mirandópolis;PMM;Local;Água e Esgoto;Administração pública direta;28902;25718;2091.29;2091.29;0.0;8877.0;7946.0;2662752.55;;0.0;0.0;99.5;90.21;0.0;16.62;88.54;80.27;0.0;100.0;100.0;100.0;100.0;100.0;0.0;;;;3530102;percentual:;98;98;100;não;;parcialmente;não;;não;não;não;;sim
318;2567;Mirante do Paranapanema;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17901;10541;776.29;738.37;0.0;4790.0;3330.0;2696836.09;181620.39;0.0;0.0;99.0;73.24;65.07;17.62;58.3;43.13;0.19;0.0;100.0;100.0;0.39;100.0;0.048847724432879436;0.032202266397660335;0.018113333274226356;-1.2831913951441523;3530201;não possui registro;;;;não;;não;não;;não;não;não;;não
319;2575;Mirassol;SP;2014;35303011;Saneamento de Mirassol - Sanessol S.A;SANESOL;Local;Água e Esgoto;Empresa privada;57390;55940;5937.28;4302.19;0.0;21743.0;21743.0;13183566.21;3321107.05;0.0;0.0;97.51;95.56;96.32;35.37;95.05;93.15;1.06;0.38;164.17;106.29;0.0;122.18;0.27539378301174955;0.2807545712224576;0.3110833171248861;-0.11172331335740239;3530300;percentual:;100;100;80;sim;Lei 11445/2009;não;sim;Rodizio de abastecimento e campanha educacional.;sim;sim;não;;não
320;2585;Mococa;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;68695;63367;5339.68;4330.52;0.0;25098.0;24849.0;18751074.51;4624784.49;0.0;0.0;99.32;99.1;82.01;28.32;91.62;91.41;0.49;0.0;110.06;109.85;0.1;109.74;0.18899259880741914;0.26952357950229683;0.2617672335573732;0.0323733770001817;3530508;percentual:;100;99,5;100;sim;Lei Autoriza o poder público municipal a firmar convênio com a SABESP;sim, para todos os órgãos e entidades;sim;De acordo com o Plano de contigências do município de Mococa;sim;sim;sim;De acordo com o Plano de contigências do município de Mococa;sim
321;2593;Mogi das Cruzes;SP;2014;35306011;Serviço Municipal de Águas e Esgotos;SEMAE;Local;Água e Esgoto;Autarquia;419839;386854;24889.45;21522.4;19827.53;119641.0;108480.0;123462959.32;12298607.77;;0.0;98.0;95.0;56.39;53.44;90.3;87.54;0.04;0.07;118.18;115.89;0.0;106.41;0.518697371781368;0.13512966261777387;0.19528345389190543;0.01531276761864641;3530607;percentual:;98;96;52;sim;Lei 102/2013;sim, para todos os órgãos e entidades;sim;Carro pipa, reserv.móveis, perfur.poços artesianos, água de reuso e conscientização da população;sim;sim;sim;Perfuração de poços artesianos com posterior tratamento para tornar a água potável;sim
322;2601;Mogi Guaçu;SP;2014;35307011;Serviço Autônomo Municipal de Água e Esgoto de Mogi Guaçu;SAMAE;Local;Água e Esgoto;Autarquia;146114;138715;18936.91;10511.5;0.0;60600.0;52336.0;34315956.33;1438173.14;0.0;118859.12;100.0;97.0;60.0;49.46;94.94;92.09;0.0;0.0;101.07;101.07;0.0;106.45;0.4449200001478594;0.34696195343554803;0.29971832278196875;-0.07555889697317095;3530706;percentual:;100;99;50;sim;Decreto 20.186, DE 26/11/2012 - PLANO MUNICIPAL DE SANEAMENTO;sim, para todos os órgãos e entidades;sim;INSTALAÇÃO DE BOMBAS EM PLATAFORMA FLUTUANTE SOBRE O RIO MOGI GUAÇU PARA CAPTAÇÃO DE AGUA;sim;sim;sim;TRANSPORTE POR CAMINHÃO PIPA;sim
323;2609;Mogi Mirim;SP;2014;35308011;Serviço Autônomo de Água e Esgotos de Mogi Mirim;SAAE;Local;Água e Esgoto;Autarquia;91027;85176;9757.44;6525.8;0.0;32204.0;30391.0;31119439.22;1271277.31;0.0;0.0;99.32;99.32;82.47;41.03;99.25;92.93;0.0;0.0;100.0;100.0;0.0;100.0;0.33119752722025453;0.7254428318503593;0.05206817523261493;0.15914509990146974;3530805;percentual:;100;98;65;sim;Lei LEI COMPLEMENTAR N 286 DE 2014;parcialmente;não;;sim;sim;não;;sim
324;2617;Mombuca;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3426;2817;234.45;207.73;0.0;1191.0;1072.0;814531.82;866343.63;0.0;0.0;100.0;94.14;74.24;19.46;83.48;77.41;1.52;0.0;110.0;110.0;0.0;109.17;0.11396886329707823;0.12929966296590004;0.0875059064508617;-0.4294466260093405;3530904;percentual:;100;98;100;não;;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
325;2625;Monções;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2227;1918;160.9;155.57;0.0;915.0;863.0;616402.72;242842.37;0.0;0.0;100.0;98.44;80.97;13.14;91.69;89.94;0.0;0.0;100.83;100.83;0.0;100.83;0.03312616532007462;0.4355880909840622;0.3949135768051296;-1.3054622680159638;3531001;percentual:;95,64;95;100;sim;Lei Lei Municipal 1274;parcialmente;não;;não;não;não;;sim
326;2633;Mongaguá;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;51580;51355;0.0;6918.71;6231.1;40334.0;30291.0;26842361.41;27717260.98;0.0;0.0;99.87;80.0;82.59;29.97;99.43;79.65;0.0;1.49;116.4;116.4;2.45;116.09;-0.11035130233827095;0.78594972648291;0.07671079545046053;-13.559943890443844;3531100;percentual:;100;85;100;sim;Lei LEI FEDERAL 11445/07;parcialmente;não;;não;sim;não;;sim
327;2641;Monte Alegre do Sul;SP;2014;35312011;Prefeitura Municipal de Monte Alegre do Sul;PMMA;Local;Água e Esgoto;Administração pública direta;7665;4384;481.52;370.77;0.0;2171.0;1848.0;844330.96;;8644.64;473924.17;100.0;79.49;0.0;23.0;84.77;45.47;2.19;0.0;130.82;130.82;0.0;100.0;0.23000083070277455;0.16307349231842075;0.07046335037966837;-0.012343105859499935;3531209;percentual:;70;55;;sim;Lei 1638/12;parcialmente;sim;campanha para economizar água e multa em caso de desperdício;sim;sim;sim;capitação de água de poço artesiano e destribuição atraves de caminhão pipa;sim
328;2649;Monte Alto;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;49186;46973;3893.8;3523.47;0.0;19127.0;18739.0;15377730.91;1685888.51;0.0;0.0;100.0;100.0;81.71;18.89;99.08;99.1;0.0;0.0;107.76;107.76;0.0;107.76;0.09510760696491871;0.7800868912749306;0.7523472903004101;0.015180451590940858;3531308;percentual:;100;100;100;não;;sim, para todos os órgãos e entidades;sim;programas estabelecidos pela SABESP e lei 2266/10;sim;sim;sim;estabelecido no contrato 096/2008 - prefeitura x sabesp e no plano de emergencia da defesa civil;sim
