;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE05;TCE06;TCE07;TCE08;TCE09;TCE11;TCE12;TCE13;TCE14;TCE15;TCE16;TCE17;TCE18;TCE19;TCE20;TCE21;TCE22;TCE23;TCE24;TCE25;TCE26;TCE28;TCE29
279;2204;Jundiaí;SP;2017;35259011;DAE S/A - Água e Esgoto;DAE Jundiaí;Local;Água e Esgoto;Sociedade de economia mista com administração pública;409497;391881;48735.2;34565.47;0.0;114354.0;110033.0;258795082.7;4615603.69;0.0;0.0;99.7;99.5;100.0;37.07;99.07;98.23;0.19;0.72;173.34;173.33;0.21;105.86;0.2907493967399333;0.22125891613823107;0.14748390576022147;0.13640958624812421;3525904;Sim;98;Sim;Lei |#| 8881/17.;10;10;Sim;;;Parcialmente;Sim;Oficina Preparatória para Operação Estiagem, promovida pela Defesa Civil Estadual e Corporação de Bombeiros.;Sim;Reabastecimento de caixa d'água através de envio de caminhões pipa pela empresa DAE.;Sim;Ações e medidas de acordo com o plano municipal de saneamento.;Sim;Plano de acordo com o descrito no item 10 - Planos de Contingencia e Emergência, do Plano Municipal de Saneamento.;Sim;;;;Sim;Não;Sim
280;2212;Junqueirópolis;SP;2017;35260011;Prefeitura Municipal de Junqueirópolis;PMJ;Local;Água e Esgoto;Administração pública direta;20353;16737;3400.0;1096.42;0.0;8978.0;8767.0;2798147.65;;96880.0;0.0;100.0;100.0;59.33;10.76;82.23;82.23;0.0;0.0;132.63;110.51;0.0;110.51;0.6775235294117647;0.138916233823887;0.14333779655937517;0.011084399416158722;3526001;Sim;100;Sim;Lei municipal |#| 3062 de 06 de Dezembro de  2016;7,9;7,2;Sim;;;Sim, para todos os órgãos e entidades;Sim;Junqueirópolis possui uma coordenadoria municipal de Defesa Civil que estabelece procedimentos em casos de riscos naturais, ou antrópicos, esta sendo desenvolvido um projeto de plano de contingencia, que trata mais especificamente das ações e medidas a serem tomadas em casos extremos. Felizmente Junqueirópolis está localizada em uma região onde possíveis desastres são quase inexistentes , mais algumas medidas adotadas são :órgãos atentos em tempo integral, monitoramento periódico que possa antecipar algumas complicações, planos de acesso para todos os bairros, designar atribuições á todos os órgão envolvidos para melhor atendimento da população , entre outros.;Sim;Sim, em caso de desastres, é preciso garantir que a população sofra o minimo, tendo acesso à abrigo, água potável e alimento, na maioria das vezes, as cidades que passam por situações como essas utilizam escolas e ginásios. Em Junqueirópolis, as escolas possuem sim, uma estrutura que pode ser utilizada como válvula de escape para essas medidas.;Sim;Sim, as unidades de saúde local possuem estrutura básicas que garantem que os usuários tenham esses recursos garantidos.;Sim;"Adoção de Racionamento, garantindo somente a quantidade minima necessária para sobrevivência
Abastecimentos emergenciais, de coletores s em rios ou riachos, que podem ser transportadas cisternas ou até tanques que possam ser rapidamente construídos com lonas ou plásticos impermeabilizados , adotando uma medida de descontaminação prática e acessível.";Sim;;;;Sim;Não;Sim
281;2219;Juquiá;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;19192;12105;1061.32;857.61;0.0;6173.0;4342.0;5477736.84;326679.44;0.0;0.0;100.0;76.15;70.95;33.53;66.73;48.03;0.44;1.76;108.97;108.97;0.29;108.97;0.19194022537971578;0.032382688437961285;0.020228632686914938;-0.24186890825143909;3526100;Sim;97,8;Sim;LEI |#| 751/2016;5,9;4,1;Não;CONTRATO DE PROGRAMA;30;Sim, para todos os órgãos e entidades;Sim;Parceria com a SABESP.;Sim;Fornecimento/abastecimento com Caminhão Pipa.;Sim;Fornecimento/abastecimento com Caminhão Pipa.;Não;;Não;SABESP;CONTRATO;30;Sim;Não;Sim
282;2227;Juquitiba;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;31027;24012;1507.81;1142.29;0.0;7297.0;2339.0;5579950.21;2192530.19;0.0;0.0;57.08;18.07;35.89;35.9;44.17;13.99;0.0;1.95;106.71;106.71;0.0;106.71;0.24241781126269224;0.027006320028971645;0.0056699984584175816;-0.2258832244101272;3526209;Sim;3;Não;;3,2;3,1;Não;Não á contrato formalizado;0;Sim, para todos os órgãos e entidades;Não;;Sim;Ações em conjunto com a Sabesp.;Sim;Ações em conjunto com a Sabesp.;Não;;Não;Sabesp;O Serviço é feito pela SABESP , porem não á contrato formalizado;0;Sim;Sim;Sim
283;2235;Lagoinha;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4943;3204;232.18;227.56;0.0;1645.0;1582.0;1121157.08;101666.33;0.0;0.0;98.16;96.63;100.0;29.39;63.63;62.63;0.0;0.0;119.17;117.5;0.0;115.83;0.01989835472478252;0.02387728671245611;0.024794770782973846;1.3658768844825773;3526308;Sim;100;Sim;LEI MUNICIPAL |#| 623 13/03/2007;9,5;9,5;Não;CONTRATO;30;Parcialmente;Não;;Sim;INFORMATIVOS E AULAS EDUCACIONAIS SOBRE O USO RACIONAL DA AGUA;Sim;APROVEITAMENTO E USO RACIONAL DE ÁGUAS PLUVIAIS NO CENTRO DE SAÚDE E NA  ESCOLA MUNICIPAL;Não;;Não;SABESP;CONTRATO;30;Sim;Não;Sim
284;2243;Laranjal Paulista;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;27890;24975;2883.08;1697.29;0.0;10212.0;9590.0;9955955.63;867195.01;0.0;0.0;99.87;95.5;94.01;49.28;89.43;85.51;0.16;0.0;103.76;100.82;0.16;100.82;0.41129278410588677;0.18390967279523518;0.1365523148234163;0.0836130901846717;3526407;Sim;100;Sim;0 |#| 0;9,7;9,7;Não;CONCESSÃO.;2027;Parcialmente;Sim;HÁ UM PLANO DE CONTINGÊNCIA DA SABESP QUE ABRANGE TODA A REDE MUNICIPAL.;Sim;HÁ UM PLANO DE CONTINGÊNCIA DA SABESP QUE ABRANGE TODA A REDE MUNICIPAL.;Sim;HÁ UM PLANO DE CONTINGÊNCIA DA SABESP QUE ABRANGE TODA A REDE MUNICIPAL.;Sim;HÁ UM PLANO DA SABESP QUE ABRANGE TODA A REDE MUNICIPAL.;Não;SABESP;CONCESSÃO.;2027;Sim;Não;Sim
285;2251;Lavínia;SP;2017;35265011;Prefeitura Municipal de Lavínia;PML;Local;Água e Esgoto;Administração pública direta;11156;5445;370.0;370.0;0.0;2200.0;2100.0;699146.31;;513096.13;0.0;100.0;99.27;57.3;0.0;48.81;48.45;1.85;1.85;100.0;100.0;13.89;100.0;0.0;0.0;0.08253381861450787;1.0;3526506;Sim;100;Sim;Lei |#| 1695;9,7;7,5;Sim;;;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
286;2259;Lavrinhas;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7150;6563;472.39;412.92;0.0;2615.0;1623.0;1969849.7;6291509.78;0.0;0.0;100.0;67.9;17.6;25.44;95.55;62.32;0.0;2.42;115.28;114.58;0.0;111.81;0.1258917419928448;0.314983620357262;0.05762026102939816;-0.13379210448740642;3526605;Sim;99,46;Sim;Lei |#| nº 1444 / 03/07/2015;1,9;1,8;Não;Contrato vencido aguarda renovação;30;Não;Sim;Ação contidas do Plano Municipal de Saneamento Basico;Sim;Abasteci,emto com camjnhão pipa para eventual estado emergencial;Sim;Abastecimento com caminhão pipa para eventual estadual emergencial.;Sim;As ações estão contidas no Plano Municipal de Saneamento Basico;Não;Sabesp;O contrato esta vencido e foi dando entrada na Câmara;30;Não;Não;Sim
287;2267;Leme;SP;2017;35267011;Superintendência de Água e Esgotos da Cidade de Leme;SAECIL;Local;Água e Esgoto;Autarquia;101184;99095;12299.04;6601.99;0.0;38880.0;38880.0;34244579.03;694578.25;0.0;0.0;99.03;99.03;99.45;53.46;98.6;98.6;0.5;0.42;100.0;100.0;1.24;100.0;0.4632109497977078;0.5353315986805695;0.5353315986805695;0.07211771057826297;3526704;Sim;100;Sim;Lei |#| 3389/2014;8,3;4,3;Não;Lei;10000000;Parcialmente;Não;;Sim;Abastecimento com caminhão pipa.;Sim;Abastecimento com caminhão pipa.;Não;;Não;Superintendência de Água e Esgotos da Cidade de Leme.;Lei;10000000;Sim;Não;Sim
288;2275;Lençóis Paulista;SP;2017;35268011;Serviço Autônomo de Água e Esgotos de Lençóis Paulista;SAAE;Local;Água e Esgoto;Autarquia;67185;65679;10821.72;4869.73;0.0;25079.0;24381.0;19347141.49;190237.58;0.0;0.0;100.0;100.0;75.78;33.45;97.76;97.76;0.0;0.0;101.25;101.12;0.0;100.0;0.5500040658971033;0.6286985424208101;0.629948124176736;-0.6067572782069153;3526803;Sim;100;Sim;Decreto |#| 458/19/12/2013;7,3;9,5;Sim;;;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
289;2283;Limeira;SP;2017;35269011;BRK Ambiental - Limeira S.A.;BRKL;Local;Água e Esgoto;Empresa privada;300911;291931;23511.4;20474.69;0.0;103835.0;102504.0;149418977.43;18255183.0;0.0;0.0;100.0;100.0;100.0;18.62;97.02;97.02;0.0;0.01;228.35;228.2;0.07;112.28;0.12915904624990437;0.23321092428291024;0.19691653221557515;-0.18605234800174633;3526902;Sim;100;Sim;Decreto |#| 59 / 2014;6,7;6,8;Não;Contrato de Concessão.;30;Parcialmente;Sim;A Concessionária possui um Plano de Contingência de água em períodos de estiagem, o qual define os tipos de cenários, objetivos, metas, procedimentos, canais de comunicação e o ciclo de abastecimento nesses cenários.;Sim;"O Plano de Contingência possui em seu Anexo IX um ""Cadastro de Usuários Prioritários"", sendo hospitais, Unidades Básicas de Saúde, Centros Comunitários, Escolas, Creches e Centros Infantis.";Sim;"O Plano de Contingência possui em seu Anexo IX um ""Cadastro de Usuários Prioritários"", sendo hospitais, Unidades Básicas de Saúde, Centros Comunitários, Escolas, Creches e Centros Infantis.";Sim;O Plano de Contingência tem definido os vários tipos de cenários de escassez, onde para cada cenário é apresentada uma ação específica. Também ressaltamos que Limeira possui duas fontes de captação superficial (Rio Jaguari e Ribeirão Pinhal) e possui um índice de perdas de 17% (Média nacional de 40%), a qual contribui para o abstecimento em cenários de estiagem.;Não;BRK Ambiental;Contrato de Concessão.;30;Sim;Não;Sim
290;2291;Lindóia;SP;2017;35270011;Prefeitura Municipal de Lindóia;PML;Local;Água e Esgoto;Administração pública direta;7695;7695;595.0;398.0;0.0;2449.0;2449.0;985424.54;;0.0;0.0;100.0;66.6;0.0;33.11;100.0;66.6;0.27;0.29;101.28;102.22;5.0;100.0;0.33109243697478996;1.0;0.08151500179662231;-3.8522167487684733;3527009;Sim;85;Sim;LEI |#| Lei 1361 de 14/07/2015;2,9;2,9;Sim;;;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Sim;;;;Sim;Sim;Sim
291;2299;Lins;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;77021;76121;6617.64;6118.23;0.0;33024.0;32430.0;35473782.11;2269056.86;0.0;0.0;100.0;100.0;91.27;17.2;100.0;99.67;0.0;0.0;107.22;107.22;0.0;107.22;0.07546648049757931;1.0;0.7746025547950314;-0.1763330499890436;3527108;Sim;100;Não;;8;7,6;Não;Contrato;30;Sim, para todos os órgãos e entidades;Sim;"Verificação e adequação de plano de ação às características da ocorrência; comunicação à população, instituições e autoridades; comunicação à polícia; deslocamento de frota de caminhões tanque; transferência de água entre setores de abastecimento.";Não;;Não;;Não;;Não;Companhia de Saneamento Básico do Estado de São Paulo;Contrato;30;Sim;Não;Sim
292;2307;Lorena;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;87980;85460;7657.6;5535.83;0.0;34398.0;33556.0;32666994.87;964651.83;0.0;0.0;100.0;100.0;92.34;38.2;99.6;98.23;0.0;0.0;112.67;112.62;0.15;112.67;0.2770802862515671;0.8057433290978419;0.48569149951789686;-0.11534896551799871;3527207;Sim;100;Sim;Lei |#| 3.647/2014;10;8,3;Não;Contrato de programa 089/08;30;Parcialmente;Sim;Plano de Contingenciamento;Sim;Ações estão descritas no plano de contingenciamento;Sim;Ações estão descritas no plano de contingenciamento;Sim;Ações estão descritas no plano de contingenciamento;Não;SABESP;Contrato de Programa 089/03 por 30 anos;30;Sim;Sim;Sim
293;2315;Lourdes;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2270;1860;131.86;127.58;0.0;847.0;811.0;711327.38;42350.83;0.0;0.0;100.0;100.0;100.0;16.45;84.67;83.35;0.0;0.0;100.0;100.0;0.0;100.0;0.032458668284544356;0.006478600799744133;0.02409560186607209;102.8066130744478;3527256;Sim;99;Não;;10;8,4;Não;CONTRATO DE PROGRAMA Nº 091/2008;30;Não;Não;;Não;;Não;;Não;;Não;SABESP;CONTRATO DE PROGRAMA;30;Não;Sim;Não
294;2323;Louveira;SP;2017;35273011;Prefeitura Municipal de Louveira;PML;Local;Água e Esgoto;Administração pública direta;45922;44153;4282.0;2348.0;0.0;12115.0;10350.0;7279276.46;;7372834.19;1814914.44;95.84;86.9;68.83;49.37;95.99;83.55;0.39;0.08;101.92;101.92;0.0;100.0;0.4516581036898646;0.523936285407258;0.11044216522162338;-0.1212412424100888;3527306;Sim;96;Não;;7,1;7;Sim;;;Sim, para todos os órgãos e entidades;Sim;Desassoreamento de represas de água, bombeamento de água de lagoas, entre outros;Sim;Todas as escolas possuem reservatório de água e disponibilidade de caminhão pipa;Sim;Todos os postos possuem reservatório de água e disponibilidade de caminhão pipa;Sim;Há projetos para viabilização de uma Barragem de Contenção de córregos e rios do município para uso emergencial.;Sim;;;;Sim;Sim;Sim
295;2330;Lucélia;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21461;18587;1378.87;1229.15;0.0;8306.0;8071.0;7091716.34;362859.46;0.0;0.0;100.0;100.0;100.0;24.58;90.21;88.79;0.37;0.0;100.0;100.0;2.22;100.0;0.10858166469645425;0.2948987343671024;0.27110397614320536;0.3129417531392234;3527405;Sim;100;Sim;Lei |#| Nº. 4.195, DE 30 DE JUNHO DE 2011;8,3;8,5;Não;contrato;30;Sim, para todos os órgãos e entidades;Não;;Sim;em parceria com a SABESP;Não;;Não;;Não;SABESP;Contrato;30;Sim;Não;Sim
296;2338;Lucianópolis;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2381;1884;131.55;137.67;0.0;829.0;793.0;753431.03;4748.19;0.0;0.0;100.0;100.0;99.25;9.19;80.89;79.5;0.0;0.0;110.0;109.17;0.0;107.5;-0.04652223489167606;0.020015155498507634;0.014458926947559868;-0.4298488766120118;3527504;Sim;100;Sim;LEI |#| LEI 1.457  DE 08 DE NOVEMBRO DE 2011;8,2;8,1;Não;CONTRATO DE PROGRAMA;30;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Não;SABESP - COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO;CONTRATO DE PROGRAMA;30;Sim;Não;Sim
297;2346;Luís Antônio;SP;2017;35276011;Prefeitura Municipal de Luís Antônio;PMLA;Local;Água e Esgoto;Administração pública direta;14021;13543;2180.0;1417.0;0.0;3849.0;3849.0;878003.9;;0.0;;95.25;95.25;81.75;8.26;92.0;92.0;1.03;0.0;100.0;100.0;0.0;100.0;0.35;0.13447267821002926;0.13447267821002926;;3527603;Sim;100;Sim;Lei Municipal |#| 1.542, de 18/05/2015;8,3;8,3;Sim;;;Parcialmente;Não;;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
298;2353;Luiziânia;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5633;5164;290.8;292.94;0.0;1941.0;1911.0;1616379.11;63943.67;0.0;0.0;94.87;94.46;100.0;13.44;86.97;86.6;0.0;0.0;100.0;100.0;0.0;100.0;-0.007359009628610691;0.04279073675413978;0.04520540794487653;0.8702515203764799;3527702;Sim;100;Não;;7,9;8;Não;CONTRATO DE PROGRAMA;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP;Contrato de Programa;30;Sim;Não;Sim
299;2361;Lupércio;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4573;4060;264.87;233.14;0.0;1651.0;1598.0;1211411.55;29054.36;0.0;0.0;100.0;99.75;96.49;27.22;89.09;88.56;4.53;0.0;110.42;109.17;0.77;108.75;0.1197946162268283;0.07333321329262243;0.07193391437134994;0.20142734966501963;3527801;Sim;100;Não;;9,5;9,3;Não;em negociação, uma vez que o contrato encontra-se vencido;0;Parcialmente;Não;;Não;;Não;;Não;;Não;sabesp;em negociação, uma vez que o contrato encontra-se vencido;0;Não;Não;Sim
300;2369;Lutécia;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2705;2151;197.69;170.82;0.0;1131.0;1063.0;981691.04;18044.19;0.0;0.0;100.0;100.0;100.0;27.65;89.87;87.21;0.0;0.0;100.0;99.17;0.0;100.0;0.1359198745510648;0.11765969801660724;0.08240290860791634;-0.4953639627955593;3527900;Sim;98;Não;;10;10;Não;CONTRATO DE PROGRAMA;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP - CIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO;CONTRATO DE PROGRAMA;30;Sim;Não;Sim
301;2377;Macatuba;SP;2017;35280011;Prefeitura Municipal de Macatuba;SISAM;Local;Água e Esgoto;Administração pública direta;17111;16603;1823.0;1059.3;0.0;5780.0;5640.0;4806958.0;;0.0;0.0;100.0;100.0;96.99;48.48;97.03;97.03;0.21;0.0;101.74;101.74;0.12;102.99;0.41892484914975314;-0.9247117125702873;0.1645411280500279;-0.11757907041547556;3528007;Sim;100;Sim;Lei |#| 2329;8,2;9,5;Não;Licitação - Concorrência Pública;1;Sim, para todos os órgãos e entidades;Sim;Descrito no plano de contingência - Plano de chamada e sobreaviso.;Não;;Não;;Sim;Manobras no sistema de abastecimento utilizando alternadamente os 03 poços.;Não;Enops Engenharia S.A. - CNPJ 69.183.143/0001-82;Licitação - Concorrência Pública.;1;Sim;Não;Sim
302;2384;Macaubal;SP;2017;35281011;Prefeitura Municipal de Macaubal;PMM;Local;Água e Esgoto;Administração pública direta;8086;7147;410.39;176.71;0.0;3188.0;3092.0;617444.98;;0.0;0.0;100.0;99.68;0.0;10.09;88.39;88.1;1.73;0.0;144.44;100.0;0.0;44.44;0.5694095860035575;0.1687368882286978;0.27573140797634754;0.228710305550563;3528106;Sim;100;Sim;Lei Municipal |#| 178 de 14/12/2016;7,7;6,7;Sim;;;Parcialmente;Sim;Foram realizadas palestras e como prevenção aceiros na zona rural e urbana.;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
303;2390;Macedônia;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3736;2832;188.37;196.68;0.0;1295.0;1260.0;1072456.51;33573.25;0.0;0.0;100.0;100.0;100.0;11.5;77.81;77.19;0.0;0.0;100.0;100.0;0.0;100.0;-0.04411530498487015;0.04400605213378304;0.04855165372770276;-1.597916375709011;3528205;Sim;100;Não;;8,7;8,3;Não;Contrato;10;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP;Contrato;10;Sim;Não;Sim
304;2398;Magda;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3185;2643;213.53;210.17;0.0;1332.0;1274.0;1125186.66;491998.76;0.0;0.0;100.0;100.0;100.0;16.99;91.93;88.32;0.0;0.0;100.0;100.0;0.0;100.0;0.015735493841614878;0.09307482028956174;0.07163249416039451;0.5131048299362264;3528304;Sim;100;Sim;Lei Municipal |#| 1.094 de 29 de setembro de 2014;8;7,7;Não;CONTRATO DE PROGRAMA;30;Sim, para todos os órgãos e entidades;Sim;Foram treinados 5 funcionários do município e existe uma brigada de incêndio cadastrada e disponível 24 horas;Não;;Não;;Não;;Não;SABESP;Contrato de Programa;30;Sim;Não;Sim
305;2406;Mairinque;SP;2017;35284011;Saneaqua Mairinque S/A;SM;Local;Água e Esgoto;Empresa privada;46567;37374;3648.39;2613.07;0.0;14326.0;10899.0;13995351.58;3536681.94;0.0;0.0;100.0;100.0;0.0;38.52;100.0;82.3;0.0;0.85;101.2;171.8;0.0;100.0;0.28377448682843653;1.0;0.22435373969137756;0.08326842909773223;3528403;Sim;100;Sim;Lei |#| 3314/2015;1,1;1,1;Não;Contrato de concessão;30;Sim, para todos os órgãos e entidades;Sim;Programas de palestras educativas com a comunidade ensinando o uso responsável de água, monitoramento e controle de perdas, implantação do comitê de perdas, e monit. dos mananciais;Sim;Provisionar 15 litros por usuário por dia (rede ou caminhões) das 6:00 às 22:00 h;Sim;Provisionar 15 litros por usuário por dia (rede ou caminhões) das 6:00 às 22:00 h;Sim;Poços, abastecimento via caminhão pipa, alteração temporária de tarifa, otimização do sistema.;Não;Saneaqua Mairinque S.A.;Contrato de concessão.;30;Sim;Não;Sim
306;2413;Mairiporã;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;95601;83549;4339.01;3222.91;138.76;20169.0;7893.0;16940771.21;8941255.81;0.0;0.0;63.95;25.79;23.77;38.27;55.89;22.54;0.06;0.43;106.76;106.76;0.74;106.76;0.2802421741179204;0.03157518846713397;0.007573610491850793;-0.2933086951629315;3528502;Sim;81,3;Sim;Lei |#| 11445;3;3;Não;Contrato de Concessão;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP;Contrato de Concessão;30;Sim;Não;Sim
307;2421;Manduri;SP;2017;35286011;Superintendência de Água e Esgoto de Manduri;SAEMAN;Local;Água e Esgoto;Autarquia;9714;8403;999.95;910.0;0.0;3490.0;3490.0;1847638.75;0.0;0.0;0.0;99.96;99.01;82.42;9.0;86.47;99.85;6.84;8.65;106.63;127.59;3.5;127.08;0.08995449772488628;0.06824984954171888;0.8841173215273854;0.1812380104667499;3528601;Sim;100;Sim;LEI(CONVENIO COM A SECRETARIA DE SANEAMENTO E RECURSOS HÍDRICOS DO EST. S. PAULO |#| 1.588/2011;9,5;9,5;Não;LEI;100;Parcialmente;Sim;PESSOAL TREINADO PARA COMBATE A INCÊNDIO, CAMINHÃO PIPA E ACEIROS NAS ÁREAS DE VEGETAÇÃO;Não;;Não;;Não;;Não;SAEMAN - SUPERINTENDÊNCIA DE ÁGUA E ESGOTO DE MANDURI;LEI;100;Sim;Não;Sim
308;2429;Marabá Paulista;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5611;2498;163.23;155.79;0.0;1053.0;994.0;789149.44;15191.67;0.0;0.0;87.07;86.07;100.0;19.68;38.76;38.32;0.0;0.0;100.0;100.0;0.0;100.0;0.04557985664399922;0.004189814729024057;0.004975292324391137;3.421489857708052;3528700;Sim;100;Não;;8,6;9,9;Não;Termo de concessão;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP Companhia de saneamento básico do estado de São Paulo.;Termo de concessão;30;Sim;Não;Sim
309;2437;Maracaí;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;13981;12673;1062.87;806.95;0.0;5367.0;5243.0;4509741.13;299597.95;0.0;0.0;100.0;100.0;100.0;34.68;92.2;90.97;0.99;0.4;100.0;100.0;0.2;100.0;0.2407820335506693;0.27474229483203694;0.26329255978903504;-0.3897112743830676;3528809;Sim;98,51;Sim;Lei |#| 1705/2010;9,9;9,9;Não;CONTRATO;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP;CONTRATO;30;Sim;Não;Sim
310;2445;Marapoama;SP;2017;35288511;Prefeitura Municipal de Marapoama;PMM;Local;Água e Esgoto;Administração pública direta;2949;2463;400.0;150.0;0.0;1500.0;1108.0;0.0;;20856.86;0.0;98.9;98.9;0.0;40.0;98.91;82.6;18.0;0.0;100.0;100.0;0.0;100.0;0.625;0.9595374349258013;0.0;-0.0;3528858;Sim;100;Sim;LEI |#| 822/2017;7,5;7,9;Sim;;;Parcialmente;Não;;Não;;Não;;Não;;Sim;;;;Sim;Sim;Sim
311;2451;Mariápolis;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4087;3274;226.42;226.84;0.0;1593.0;1482.0;1215529.32;126334.12;0.0;0.0;100.0;100.0;100.0;16.15;84.12;81.23;0.83;0.0;100.0;100.0;0.42;100.0;-0.0018549598092041375;0.04750996285954402;0.06293626199788922;1.0637466158993456;3528908;Sim;98;Não;;8;8;Não;Contrato;30;Parcialmente;Sim;treinamentos;Não;;Não;;Não;;Não;Sabesp;Contrato;30;Sim;Não;Sim
312;2459;Marília;SP;2017;35290011;Departamento de Água e Esgoto de Marília;DAEM;Local;Água e Esgoto;Autarquia;235234;224681;28109.85;16176.64;1910.55;87681.0;89805.0;78188220.34;0.0;0.0;0.0;99.73;99.73;2.6;45.58;99.11;99.08;0.1;0.0;160.83;177.13;0.02;115.69;0.46114508800682197;0.841555625685526;0.9073250710042733;0.15362871476382856;3529005;Sim;98;Sim;Lei Ordinária |#| 7850/15;1,2;1,2;Não;Contrato - Empresa Monte Azul;5;Parcialmente;Sim;Existem reservatórios de águas distribuídos em pontos diversos do município e poços profundos perfurados. Há intensificação de fiscalização quando em períodos críticos, a fim de evitar desperdícios.;Sim;Cada unidade escolar possui reservatório próprio e conta com o apoio de caminhão pipa quando em extrema urgência.;Sim;Cada unidade possui reservatório próprio e conta com apoio de caminhão pipa quando em caráter emergencial.;Sim;O município de Marília possui poços profundos perfurados para uso em situações adversas. Há, ainda, a Coordenadoria de Defesa Civil no município, com Plano de Contingência para qualquer sinistro, inclusive escassez de água.;Sim;;;;Sim;Não;Sim
