;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE03;TCE04;TCE05;TCE06;TCE13;TCE14;TCE15;TCE16;TCE17;TCE18;TCE19;TCE20;TCE21;TCE26;TCE28;TCE29
294;2300;Lins;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;76562;75667;6377.31;5968.18;0.0;32710.0;32061.0;29416581.19;1669609.18;0.0;0.0;100.0;100.0;91.3;16.37;100.0;99.59;0.0;0.0;107.84;107.84;0.0;107.84;0.06415400850828956;1.0;0.8796788374778582;-0.35327439069424665;3527108;possui registro;99,99;99,99;99,99;Não;Outro Esgoto;Sim, para todos os órgãos e entidades;sim;Antes da estiagem, há preparação da Defesa Civil e voluntários para fogo em mata e primeiros socorro;Não;;Não;;não;;Sim;não;sim
295;2308;Lorena;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;87584;85075;7182.98;5398.55;0.0;33825.0;32985.0;27721311.86;3720301.89;0.0;0.0;100.0;99.71;93.17;35.78;98.24;96.85;0.27;0.32;107.7;107.29;1.62;107.29;0.24842474850271046;0.5381157680567162;0.41177278159571146;0.1518391127676948;3527207;possui registro;99,40;100,00;99,70;Sim;Lei 3.647/2014;Parcialmente;sim;Plano de contigenciamento;Sim;Plano de Contingência da SABESP.;Sim;Planonde Contingência da SABESP.;sim;Plano de contigenciamento;Sim;sim;sim
296;2316;Lourdes;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2260;1852;125.46;125.5;0.0;846.0;807.0;590477.91;27216.71;0.0;0.0;100.0;99.41;100.0;12.4;82.79;81.46;0.0;0.0;100.83;100.83;0.0;100.83;-0.0003188267176790216;0.011244638457505625;0.0;0.8486799347631074;3527256;possui registro;99,00;99,60;100,00;Sim;Lei LEI MUNICIPAL  Nº 1.201/2013 DE 03/12/2013;Não;não;;Não;;Não;;não;;Sim;não;sim
297;2324;Louveira;SP;2016;35273011;Prefeitura Municipal de Louveira;PML;Local;Água e Esgoto;Administração pública direta;44904;43174;3972.0;2372.0;0.0;11558.0;10097.0;6346957.34;;25476240.68;0.0;97.62;87.13;90.26;46.5;96.15;87.82;0.51;0.04;102.36;102.36;0.27;101.96;0.4028197381671702;0.37526955691581976;0.17739859574818173;-0.027392139918359214;3527306;possui registro;90,00;92,40;70,00;Não;;Sim, para todos os órgãos e entidades;sim;a Prefeitura possui outorga para a captação de 33 litros/seg de água no Córrego Rainha;Sim;A Prefeitura disponibiliza carros-pipa à população em situações de escassez de água potável.;Sim;Há cisternas em algumas escolas, instalação de redutores de vazão de água e temporizador;sim;Sim, carros pipa;Sim;sim;sim
298;2331;Lucélia;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21330;18473;1409.34;1186.61;0.0;7929.0;7692.0;5845578.51;1343640.25;0.0;0.0;100.0;98.24;99.99;29.03;86.67;85.08;0.0;0.0;100.19;100.0;0.19;100.0;0.15803851448195616;0.08066374722681921;0.07855713469511237;-0.14659940425819734;3527405;possui registro;98,00;100,00;100,00;Sim;Lei 4195 de 30/06/2011;Sim, para todos os órgãos e entidades;sim;São realizados palestras campanhas vias radio para produtores rurais, jornal e meio oficiais;Sim;Em parceria com a sabesp;Sim;Em parceria com a SABESP;não;;Sim;não;sim
299;2339;Lucianópolis;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2372;1877;130.93;135.19;0.0;825.0;790.0;642902.39;59243.9;0.0;0.0;100.0;100.0;99.44;10.62;81.2;79.68;0.0;0.0;106.67;105.83;0.0;104.17;-0.032536469869395734;0.06828940096595142;0.06497548973924068;1.2825218788312498;3527504;possui registro;98,00;100,00;100,00;Sim;Lei LEI 1,457 DE 08 DE NOVEMBRO DE 2011;Sim, para todos os órgãos e entidades;não;;Não;;Não;;não;;Sim;não;sim
300;2347;Luís Antônio;SP;2016;35276011;Prefeitura Municipal de Luís Antônio;PMLA;Local;Água e Esgoto;Administração pública direta;13703;13236;1215.0;1215.0;0.0;3797.0;3797.0;591124.0;;0.0;;97.46;97.46;80.0;0.0;94.14;94.14;0.69;0.0;100.0;100.0;0.0;100.0;0.0;1.3677838047268502;1.5812301471202879;;3527603;possui registro;100,00;100,00;100,00;Sim;Lei 1.542, 18/05/2015;Sim, para todos os órgãos e entidades;não;;Não;;Não;;não;;Sim;não;sim
301;2354;Luiziânia;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5573;5109;275.4;291.02;0.0;1928.0;1897.0;1359375.15;154718.85;0.0;0.0;95.54;95.03;100.0;9.16;87.58;87.12;0.0;0.0;100.0;100.0;0.0;100.0;-0.05671750181554103;0.08377571143351929;0.08184474600321077;0.20367561777668794;3527702;possui registro;100,00;100,00;100,00;Não;;Sim, para todos os órgãos e entidades;não;;Não;;Não;;não;;Sim;não;sim
302;2362;Lupércio;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4561;4050;274.78;233.56;0.0;1635.0;1582.0;1077302.29;22375.84;0.0;0.0;100.0;100.0;96.7;30.29;90.33;89.65;4.69;0.0;106.67;105.83;0.81;102.92;0.15001091782516918;0.17450369818082714;0.17966201896822112;-0.41400102866950644;3527801;possui registro;100,00;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Não;não;sim
303;2370;Lutécia;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2717;2160;182.85;166.23;0.0;1114.0;1049.0;798204.13;35818.41;0.0;0.0;100.0;100.0;100.0;24.92;88.19;85.76;0.0;0.83;100.0;100.0;0.0;100.0;0.09089417555373258;0.06282126534380375;0.06445341857645329;-1.3833395025910853;3527900;possui registro;98,00;98,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;não
304;2378;Macatuba;SP;2016;35280011;Prefeitura Municipal de Macatuba;SISAM;Local;Água e Esgoto;Administração pública direta;17063;16556;1670.0;1044.0;0.0;5865.0;5606.0;3983000.0;;0.0;0.0;99.37;99.37;80.86;44.55;96.42;96.42;0.38;0.0;153.16;153.16;0.13;189.21;0.37485029940119763;-0.03321267449276056;5.857156686689535;-0.24637937582439118;3528007;possui registro;100,00;100,00;100,00;Sim;Lei 2329;Sim, para todos os órgãos e entidades;sim;ações de educação ambiental para economia de água, embora não temos problemas de estiagem.;Sim;uso de caminhão pipa com água potável em caso de emergência;Sim;uso de caminhão pipa com água potável em ponto estrategicos;sim;uso de caminhão pipa com água potável em pontos estratégicos.;Sim;não;sim
305;2385;Macaubal;SP;2016;35281011;Prefeitura Municipal de Macaubal;PMM;Local;Água e Esgoto;Administração pública direta;8060;7124;762.12;199.48;0.0;3103.0;2933.0;475826.29;;0.0;0.0;100.0;99.72;0.0;8.14;88.39;88.14;18.69;0.0;190.62;100.0;0.0;25.0;0.7382564425549782;;;;3528106;possui registro;98,00;100,00;;Sim;Decreto DECRETO Nº 150 DE 24 DE FEVEREIRO DE 2016;Não;não;;Sim;RESERVATÓRIO;Sim;RESERVATORIO;não;;Não;não;sim
306;2391;Macedônia;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3741;2835;191.39;194.64;0.0;1278.0;1241.0;913490.93;91125.16;0.0;0.0;100.0;100.0;100.0;12.72;76.58;75.89;0.0;0.0;100.0;100.0;0.0;100.0;-0.016981033491823005;0.03932720589651318;0.03899951019359399;0.7370135632063786;3528205;possui registro;100,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
307;2399;Magda;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3200;2655;209.79;203.01;0.0;1320.0;1261.0;922327.42;181145.38;0.0;0.0;100.0;100.0;100.0;19.91;91.19;87.75;0.0;0.0;100.0;100.0;0.0;100.0;0.03231803231803232;0.312622722721421;0.2666255207529701;0.4696419915145932;3528304;possui registro;100,00;100,00;100,00;Sim;Lei 1094/2014;Sim, para todos os órgãos e entidades;não;;Não;;Não;;não;;Sim;não;sim
308;2407;Mairinque;SP;2016;35284011;Saneaqua Mairinque S/A;SM;Local;Água e Esgoto;Empresa privada;46294;37155;3602.0;2487.0;0.0;13834.0;10221.0;12609861.07;3323165.7;0.0;0.0;100.0;99.68;0.0;37.88;100.0;80.0;0.0;0.9;107.75;174.74;0.17;105.52;0.3095502498611882;1.0;0.06887127630500137;-0.10790655758367411;3528403;possui registro;79,00;90,00;;Sim;Lei 3314/2015;Sim, para todos os órgãos e entidades;sim;Programas pelo uso responsável de água, monitoramento e controle de perdas, e monit. dos mananciais;Sim;provisionar 15 litros por usuário por dia (rede ou caminhões) das 6:00 às 22:00 h;Sim;provisionar 15 litros por usuário por dia (rede ou caminhões) das 6:00 às 22:00 h;sim;Poços, abastecimento via caminhão pipa, alteração temporária de tarifa, otimização do sistema;Sim;não;sim
309;2414;Mairiporã;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;93981;82133;3971.78;3111.15;0.0;19650.0;7686.0;14048513.77;4763290.61;0.0;0.0;62.6;25.13;25.78;33.86;54.71;21.96;0.06;1.09;102.36;102.36;0.26;102.36;0.2166862212912095;0.037285494254858054;0.006257731208615295;0.2006709727538437;3528502;possui registro;36,00;55,50;36,00;Sim;Outro contrato SABESP;Parcialmente;sim;foi criado o;Não;;Não;;não;;Sim;não;sim
310;2422;Manduri;SP;2016;35286011;Superintendência de Água e Esgoto de Manduri;SAEMAN;Local;Água e Esgoto;Autarquia;9653;8350;999.85;890.0;0.0;3450.0;3450.0;1726990.28;0.0;0.0;0.0;99.58;99.58;82.02;10.99;93.13;93.13;6.42;12.5;105.8;114.94;3.41;126.39;0.10986647997199583;0.3167792996652716;0.3167792996652716;0.2900224949708842;3528601;possui registro;99,00;100,00;100,00;Sim;Lei 7217/2010;Parcialmente;sim;poço artesiano reserva;Sim;caminhão pipa;Sim;caminhão pipa;não;;Sim;não;sim
311;2430;Marabá Paulista;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5524;2459;151.41;154.26;0.0;1046.0;986.0;733542.83;;0.0;0.0;88.45;87.43;100.0;15.68;39.37;38.92;0.83;0.0;100.0;100.0;0.0;100.0;-0.0188230632058648;0.002477017436957012;0.00642095037984574;0.562976276964786;3528700;possui registro;100,00;100,00;100,00;Não;;Parcialmente;não;;Sim;reservatório;Sim;reservatório;não;;Sim;não;sim
312;2438;Maracaí;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;13948;12643;960.75;794.29;0.0;5195.0;5057.0;3828135.98;381249.57;0.0;0.0;99.06;97.4;95.65;28.5;89.79;88.29;0.0;0.0;100.0;100.0;0.0;100.0;0.1732604735883425;0.14353604124387856;0.13424283143052085;-0.6381437309598257;3528809;possui registro;87,69;98,51;100,00;Sim;Lei 088/2010 institui o plano diretor de Maracaí;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
313;2446;Marapoama;SP;2016;35288511;Prefeitura Municipal de Marapoama;PMM;Local;Água e Esgoto;Administração pública direta;2917;2436;400.0;150.0;0.0;1108.0;1108.0;0.0;;6425.0;0.0;100.0;100.0;0.0;40.0;100.0;83.51;18.0;0.0;100.0;100.0;0.0;100.0;0.625;;;;3528858;possui registro;100,00;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Não;não;sim
314;2452;Mariápolis;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4079;3268;235.06;228.22;0.0;1578.0;1459.0;1045393.82;52086.98;0.0;0.0;100.0;100.0;100.0;18.33;84.29;81.0;1.25;0.0;100.0;100.0;1.25;100.0;0.0290989534586914;0.060681898871206306;0.06040063722333325;1.1875577395521832;3528908;possui registro;99,99;99,99;99,99;Não;Decreto nº 008 02/02/2017;Parcialmente;não;;Sim;Reservatórios de água potável exclusivos nas unidades escolares.;Sim;Reservatórios de água exclusivos.;não;;Sim;sim;sim
315;2460;Marília;SP;2016;35290011;Departamento de Água e Esgoto de Marília;DAEM;Local;Água e Esgoto;Autarquia;233639;223157;31301.47;15406.33;2547.41;83499.0;81641.0;69036111.29;129464.39;0.0;0.0;99.95;99.95;2.48;54.06;99.54;99.36;0.0;0.0;94.21;106.98;0.0;87.91;0.5448496375655562;0.8760403249105593;0.8521957639868278;-0.06100323710928632;3529005;possui registro;95,00;98,00;5,00;Sim;Lei Lei 7850/2015 - Plano Diretor de Abastecimento de Água e Esgotamento Sanitário de Marília.;Sim, para todos os órgãos e entidades;sim;Existem reservatórios de água tratada e poços profundos;Sim;Cada escola tem reservatório próprio e caminhões pipa fazem o abastecimento emergêncial;Sim;Possuem reservatório próprio e caminhões pipa fazem o abastecimento emergêncial;sim;Poços profundos estratégicos são preservados para uso em situação de emergência;Sim;sim;sim
316;2468;Marinópolis;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2145;1696;119.74;119.07;0.0;750.0;720.0;557597.96;9334.53;0.0;0.0;100.0;99.82;99.85;12.36;80.09;78.93;0.0;0.0;100.83;100.0;0.0;100.0;0.005595456823116796;0.036185715862450014;0.03995990340365428;1.3846467541271181;3529104;possui registro;100,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
317;2476;Martinópolis;SP;2016;35292011;Prefeitura Municipal de Martinópolis;DAEM;Local;Água e Esgoto;Administração pública direta;25966;21808;2400.0;1612.0;0.0;10081.0;9349.0;1835081.73;;0.0;0.0;99.38;99.38;92.74;32.83;99.38;99.38;0.0;0.0;19.94;0.14;0.0;2.5;0.32833333333333337;0.43792176865853966;0.45144426505353513;0.10657596371882089;3529203;possui registro;91,00;100,00;91,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;sim;sim
318;2484;Matão;SP;2016;35293011;Águas de Matão;AM;Local;Água e Esgoto;Empresa privada;81878;80376;9488.97;5698.18;0.0;31163.0;30944.0;33023687.71;6733244.22;0.0;0.0;100.0;100.0;100.0;37.0;100.0;100.0;0.23;0.0;124.41;124.41;0.0;105.76;0.3994943602941098;1.0;1.0;-0.32221867538904114;3529302;possui registro;100,00;100,00;100,00;Sim;Lei Lei 4138/2010;Parcialmente;não;;Não;;Não;;não;;Sim;sim;sim
319;2511;Meridiano;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3902;2707;269.2;254.22;0.0;1645.0;1536.0;1225171.15;148234.16;0.0;0.0;100.0;100.0;100.0;18.6;94.0;90.34;1.24;0.0;100.83;100.0;1.25;100.0;0.055646359583952365;0.3597560975609756;0.2927961076942435;-0.12971218089103823;3529609;possui registro;84,00;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Sim;não;sim
320;2519;Mesópolis;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1928;1501;115.48;120.39;0.0;816.0;731.0;534018.54;15565.19;0.0;0.0;100.0;100.0;95.53;14.25;89.89;84.6;0.0;0.0;100.0;100.0;0.0;100.0;-0.04251818496709392;0.0801794649945144;0.05671096512543782;-3.066439210252837;3529658;possui registro;98,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;sim;cabe a Sabesp;Sim;não;sim
321;2527;Miguelópolis;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21852;20585;1556.37;1251.32;0.0;8015.0;7928.0;6125282.94;670406.88;0.0;0.0;88.93;89.97;100.0;29.71;83.78;84.76;0.0;0.0;107.68;107.02;0.0;106.36;0.19600095093069125;0.08112641994170816;0.10599142445908596;0.08904175778824004;3529708;possui registro;90,00;90,00;90,00;Não;;Não;não;;Não;;Não;;não;;Não;não;sim
322;2535;Mineiros do Tietê;SP;2016;35298011;Águas de Mineiros do Tietê;AMT;Local;Água e Esgoto;Empresa privada;12757;12187;1990.98;1990.98;0.0;4656.0;4580.0;3477772.0;238301.89;0.0;0.0;100.0;100.0;36.51;0.0;95.53;95.53;0.0;0.0;261.42;295.06;0.0;106.33;0.0;0.0;0.0;1.0;3529807;possui registro;100,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
323;2542;Miracatu;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;20409;10492;1031.9;803.33;0.0;5752.0;4158.0;4131361.11;4593661.18;0.0;0.0;100.0;82.78;72.23;36.33;54.4;42.55;0.72;3.47;120.11;120.11;0.36;120.11;0.2215040217075298;0.024283979715734597;0.0871540052712452;0.07166006659834852;3529906;possui registro;41,00;70,00;41,00;Sim;Lei Lei 1.847 de dez. de 2016;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
324;2550;Mira Estrela;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3027;2019;175.87;179.92;0.0;1216.0;1186.0;871788.93;17530.79;0.0;0.0;95.79;94.85;100.0;14.71;63.89;63.26;0.0;0.0;100.0;100.0;0.0;100.0;-0.023028373230226773;0.1465344756474303;0.14731325332797923;0.059102334840284786;3530003;possui registro;100,00;100,00;100,00;Não;;Parcialmente;sim;No caso de incêndio na zona rural, a prefeitura disponibiliza o caminhão pipa para ajudar apagar;Não;;Não;;não;;Sim;não;sim
325;2558;Mirandópolis;SP;2016;35301011;Prefeitura Municipal de Mirandópolis;PMM;Local;Água e Esgoto;Administração pública direta;29181;25966;8700.18;1728.32;0.0;9817.0;8687.0;3394866.98;;0.0;0.0;99.06;9.1;0.0;80.13;98.51;80.95;0.0;100.0;100.0;100.0;100.0;100.0;0.8013466388051742;0.5981286354979557;0.04261665060299514;-2.7146286570552305;3530102;possui registro;95,00;90,00;100,00;Não;Lei 2848;Parcialmente;sim;Ações descritas no Plano Municipal de Contingencia de Defesa Civil- Lei 2814/2016;Sim;Abastecimento das escolas por caminhão tanque.;Sim;Abastecimento das escolas por caminhão tanque.;não;;Sim;não;sim
326;2565;Mirante do Paranapanema;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;18056;10632;747.56;714.07;0.0;4896.0;3434.0;3138199.41;151757.41;0.0;0.0;97.66;73.51;87.3;19.19;57.5;43.29;0.0;0.0;99.81;99.81;0.0;99.81;0.04479907967253449;0.013897280966767372;0.011644390169111297;-0.9601424509530185;3530201;possui registro;100,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
327;2573;Mirassol;SP;2016;35303011;Saneamento de Mirassol - Sanessol S.A;SANESSOL;Local;Água e Esgoto;Empresa privada;58314;56841;5419.78;4153.11;0.0;22361.0;22155.0;21386000.0;2323227.39;0.0;0.0;100.0;100.0;80.0;34.14;97.47;97.47;0.14;0.0;311.7;128.05;0.05;129.55;0.2337124385122643;0.06897460262185799;0.17972507429386278;-0.042934925980331086;3530300;possui registro;80,00;100,00;80,00;Sim;Outro Empresa terceirisada Sanessol;Sim, para todos os órgãos e entidades;sim;Captação de água em sistema integrado;Sim;Contigenciamento no próprio sistema e caminhões pipa para abastecimento;Sim;caminhões pipa para abastecimento de emergência;sim;Sistema interligado e caminhões pipa para abastecimento;Sim;sim;sim
328;2581;Mirassolândia;SP;2016;35304011;Prefeitura Municipal de Mirassolândia;PMM;Local;Água e Esgoto;Administração pública direta;4714;3833;650.79;0.0;0.0;1546.0;1326.0;115580.78;;0.0;0.0;84.87;71.54;63.2;0.0;76.88;58.17;3.56;0.0;100.45;100.0;0.0;100.0;1.0;;;;3530409;possui registro;77,83;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Não;não;não
329;2583;Mococa;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;68897;63554;5075.92;4237.87;0.0;25985.0;25767.0;22197601.18;973196.66;0.0;0.0;100.0;100.0;93.52;28.09;94.41;93.78;0.6;0.0;105.27;104.75;0.0;104.85;0.1651030749105581;0.20222264268145088;0.1980283808674582;-0.1296346145045778;3530508;possui registro;98,90;100,00;100,00;Sim;Decreto Plano de Saneamento Municipal, Água e Esgoto de Mococa,para período de 2008 à 2037.;Sim, para todos os órgãos e entidades;sim;Plano de contingência municipal em parceria com a SABESP;Sim;Distribuição com caminhões pipa / SABESP;Sim;Distribuição com caminhão pipa / SABESP parceria.;sim;Tanque armazenamento, caminhão pipa, captação alternativa;Sim;não;sim
330;2591;Mogi das Cruzes;SP;2016;35306011;Serviço Municipal de Águas e Esgotos;SEMAE;Local;Água e Esgoto;Autarquia;429321;395591;22195.9;26053.23;15051.59;132565.0;117612.0;147602668.63;9327881.25;0.0;0.0;98.0;93.1;70.09;48.73;90.3;85.79;0.49;0.17;103.54;103.54;0.0;101.95;0.3005372979494727;0.24130093698011618;0.15270594452743477;0.3353515456211581;3530607;possui registro;73,31;92,14;60,93;Sim;Lei 13.855/13 - Drenagem / Manejo de Águas Pluviais;Sim, para todos os órgãos e entidades;sim;Campanha de conscientização utilizando a mídia, na própria conta mensal.;Sim;Abastecimento com caminhão pipa, suspensão de aulas, implantação de poços artesianos.;Sim;Abastecimento com caminhão pipa, implantação de poços artesianos em locais que facilitem a distribui;sim;Utilização de carros pipas próprios e locação, poços artesianos, rodízio por setorização.;Sim;não;sim
331;2599;Mogi Guaçu;SP;2016;35307011;Serviço Autônomo Municipal de Água e Esgoto de Mogi Guaçu;SAMAE;Local;Água e Esgoto;Autarquia;148327;140816;17493.52;10874.21;0.0;56557.0;55842.0;35856853.02;1437287.47;0.0;683463.42;100.0;97.0;60.0;44.59;94.94;92.09;0.0;0.0;101.65;101.65;0.0;109.99;0.37838639679149777;0.3826059162031654;0.3414564448818734;0.11177602160912159;3530706;possui registro;100,00;100,00;70,00;Sim;Decreto 20186, de 26/11/2012.;Parcialmente;sim;As ações corretivas devem ser executadas pelo prestador do serviço em tempo hábil de forma diversas.;Sim;Disponibilização de caminhões pipa;Sim;disponibilização de caminhões pipa;sim;Samae implantou adutora de água bruta, aprox.2500 mts diâmetro interligando barragens c/sistemas.;Sim;não;sim
332;2607;Mogi Mirim;SP;2016;35308011;Serviço Autônomo de Água e Esgotos de Mogi Mirim;SAAE;Local;Água e Esgoto;Autarquia;91929;86020;10178.05;6409.15;0.0;33541.0;31613.0;34791768.09;139351.61;0.0;0.0;100.0;99.52;86.27;45.79;93.57;93.12;0.0;0.0;100.0;100.0;0.0;100.0;0.3702968643305937;0.24772423537678182;0.22779356687308308;0.02208896523745139;3530805;possui registro;94,50;100,00;65,00;Sim;Lei Plano Diretor do Município;Parcialmente;sim;defesa civil;Sim;caminhões pipas;Sim;caminhões pipa;sim;contratação de serv. de fornecimento e transporte de água tratada, comprometimento operac. das unid.;Sim;não;sim
333;2615;Mombuca;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3456;2841;225.66;207.39;0.0;1249.0;1132.0;1034466.09;136175.73;0.0;0.0;100.0;99.79;86.91;18.07;89.5;82.03;0.0;0.75;110.83;110.83;0.0;110.0;0.0809625099707525;0.18381254667662444;0.1328750621291963;0.13281531365297203;3530904;possui registro;98,40;100,00;100,00;Não;;Sim, para todos os órgãos e entidades;não;;Não;;Não;;não;;Sim;não;sim
334;2623;Monções;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2242;1931;170.58;159.02;0.0;973.0;930.0;782061.45;83051.86;0.0;0.0;100.0;100.0;99.66;17.81;97.15;95.18;0.0;0.0;100.83;100.83;0.0;100.83;0.0677687888380818;0.5124350555159962;0.43323370101200215;-0.4913807253953045;3531001;possui registro;95,00;100,00;100,00;Sim;Lei 1274/2001;Sim, para todos os órgãos e entidades;não;;Não;;Sim;Caixa dágua,com provisão para 03 dias;não;;Sim;não;sim
335;2631;Mongaguá;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;53384;53151;6711.3;6834.78;0.0;41980.0;32922.0;36362986.28;5106530.01;0.0;0.0;92.86;77.05;88.56;40.54;92.45;76.71;0.0;1.78;102.12;102.12;1.78;101.97;-0.018398819900764307;0.18862437285867648;0.10124550472353033;0.8804913175452553;3531100;possui registro;80,00;100,00;100,00;Sim;;Parcialmente;não;;Sim;Abastecimento por caminhão pipa municipal;Sim;Abastecimento por caminhão pipa municipal;não;;Sim;não;sim
336;2639;Monte Alegre do Sul;SP;2016;35312011;Prefeitura Municipal de Monte Alegre do Sul;PMMA;Local;Água e Esgoto;Administração pública direta;7804;4464;592.61;490.21;0.0;2285.0;1879.0;853192.32;;0.0;0.0;99.13;83.38;0.0;28.92;87.84;47.69;0.0;0.0;130.82;130.82;0.0;100.0;0.17279492414910314;0.19576905799484115;0.006746892499506105;-8.98047313939105;3531209;possui registro;;95,00;;Não;;Não;não;;Não;;Não;;não;;Não;não;sim
337;2647;Monte Alto;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;49721;47483;3613.04;3373.89;0.0;20462.0;20077.0;17705354.94;1650851.0;0.0;0.0;100.0;100.0;100.0;19.27;100.0;98.76;0.0;0.0;108.45;108.45;0.0;108.45;0.06619079777694137;1.0;0.6837451575006414;0.2572809789662538;3531308;possui registro;100,00;100,00;100,00;Sim;Lei Lei Complementar 397 de 15/12/2015;Parcialmente;não;;Não;;Não;;não;;Não;sim;sim
338;2655;Monte Aprazível;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;24128;21972;1703.07;1591.9;0.0;9645.0;9138.0;7572783.99;470525.89;0.0;0.0;100.0;96.89;95.08;18.84;91.94;88.23;0.0;0.0;102.86;102.86;0.0;102.86;0.06527623644359881;0.1739067045169803;0.1662082350246116;-0.5529372159850501;3531407;possui registro;99,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
